# t0_us	theta_over_pi_weighted_mean
0.689189189	2.52715096
0.697297297	2.49098086
0.705405405	2.45500758
0.713513514	2.41923702
0.721621622	2.38367495
0.72972973	2.34832701
0.737837838	2.31319874
0.745945946	2.27829553
0.754054054	2.24362266
0.762162162	2.20918527
0.77027027	2.17498839
0.778378378	2.14103688
0.786486486	2.10733552
0.794594595	2.07388891
0.802702703	2.04070155
0.810810811	2.00777778
0.818918919	1.97512183
0.827027027	1.94273778
0.835135135	1.91062956
0.843243243	1.87880099
0.851351351	1.84725574
0.859459459	1.81599734
0.867567568	1.78502918
0.875675676	1.75435453
0.883783784	1.7239765
0.891891892	1.69389807
0.9	1.66412209
0.908108108	1.63465127
0.916216216	1.60548817
0.924324324	1.57663523
0.932432432	1.54809475
0.940540541	1.51986888
0.948648649	1.49195967
0.956756757	1.46436899
0.964864865	1.43709862
0.972972973	1.41015019
0.981081081	1.38352519
0.989189189	1.35722499
0.997297297	1.33125083
1.00540541	1.30560384
1.01351351	1.28028499
1.02162162	1.25529515
1.02972973	1.23063507
1.03783784	1.20630537
1.04594595	1.18230654
1.05405405	1.15863897
1.06216216	1.13530294
1.07027027	1.11229859
1.07837838	1.08962597
1.08648649	1.06728502
1.09459459	1.04527555
1.1027027	1.02359729
1.11081081	1.00224986
1.11891892	0.981232774
1.12702703	0.960545447
1.13513514	0.940187204
1.14324324	0.92015727
1.15135135	0.900454784
1.15945946	0.881078792
1.16756757	0.862028258
1.17567568	0.843302058
1.18378378	0.82489899
1.19189189	0.806817774
1.2	0.789057053
1.20810811	0.771615398
1.21621622	0.754491311
1.22432432	0.737683226
1.23243243	0.721189513
1.24054054	0.705008482
1.24864865	0.689138382
1.25675676	0.673577409
1.26486486	0.658323705
1.27297297	0.643375364
1.28108108	0.628730431
1.28918919	0.61438691
1.2972973	0.600342762
1.30540541	0.586595912
1.31351351	0.573144249
1.32162162	0.559985631
1.32972973	0.547117887
1.33783784	0.53453882
1.34594595	0.52224621
1.35405405	0.510237818
1.36216216	0.498511386
1.37027027	0.487064643
1.37837838	0.475895308
1.38648649	0.465001089
1.39459459	0.45437969
1.4027027	0.444028813
1.41081081	0.433946158
1.41891892	0.424129428
1.42702703	0.414576334
1.43513514	0.405284591
1.44324324	0.39625193
1.45135135	0.387476089
1.45945946	0.378954828
1.46756757	0.370685922
1.47567568	0.362667167
1.48378378	0.354896384
1.49189189	0.347371418
1.5	0.340090143
1.50810811	0.333050462
1.51621622	0.326250312
1.52432432	0.319687663
1.53243243	0.313360522
1.54054054	0.307266937
1.54864865	0.301404992
1.55675676	0.295772818
1.56486486	0.290368586
1.57297297	0.285190517
1.58108108	0.280236877
1.58918919	0.275505982
1.5972973	0.2709962
1.60540541	0.266705948
1.61351351	0.262633701
1.62162162	0.258777985
1.62972973	0.255137385
1.63783784	0.251710541
1.64594595	0.248496154
1.65405405	0.245492981
1.66216216	0.242699843
1.67027027	0.240115619
1.67837838	0.237739252
1.68648649	0.235569746
1.69459459	0.233606168
1.7027027	0.23184765
1.71081081	0.230293387
1.71891892	0.228942639
1.72702703	0.227794729
1.73513514	0.226849047
1.74324324	0.226105045
1.75135135	0.225562242
1.75945946	0.225220221
1.76756757	0.225078629
1.77567568	0.225137178
1.78378378	0.225395644
1.79189189	0.225853865
1.8	0.226511743
1.80810811	0.227369243
1.81621622	0.22842639
1.82432432	0.229683272
1.83243243	0.231140036
1.84054054	0.232796887
1.84864865	0.23465409
1.85675676	0.236711966
1.86486486	0.238970892
1.87297297	0.241431302
1.88108108	0.24409368
1.88918919	0.246958564
1.8972973	0.250026543
1.90540541	0.253298254
1.91351351	0.256774382
1.92162162	0.260455658
1.92972973	0.264342858
1.93783784	0.268436798
1.94594595	0.272738339
1.95405405	0.277248376
1.96216216	0.281967844
1.97027027	0.286897711
1.97837838	0.29203898
1.98648649	0.297392681
1.99459459	0.302959875
2.0027027	0.30874165
2.01081081	0.314739115
2.01891892	0.320953404
2.02702703	0.327385667
2.03513514	0.334037074
2.04324324	0.340908808
2.05135135	0.348002064
2.05945946	0.355318046
2.06756757	0.362857967
2.07567568	0.370623042
2.08378378	0.37861449
2.09189189	0.386833528
2.1	0.39528137
2.10810811	0.403959224
2.11621622	0.41286829
2.12432432	0.422009755
2.13243243	0.431384793
2.14054054	0.440994562
2.14864865	0.450840199
2.15675676	0.46092282
2.16486486	0.471243515
2.17297297	0.481803348
2.18108108	0.492603352
2.18918919	0.503644525
2.1972973	0.514927831
2.20540541	0.526454198
2.21351351	0.538224507
2.22162162	0.550239602
2.22972973	0.562500274
2.23783784	0.575007271
2.24594595	0.587761285
2.25405405	0.600762955
2.26216216	0.614012864
2.27027027	0.627511535
2.27837838	0.641259429
2.28648649	0.655256944
2.29459459	0.669504411
2.3027027	0.684002089
2.31081081	0.69875017
2.31891892	0.713748769
2.32702703	0.728997928
2.33513514	0.744497607
2.34324324	0.760247689
2.35135135	0.776247974
2.35945946	0.792498176
2.36756757	0.808997924
2.37567568	0.825746757
2.38378378	0.842744126
2.39189189	0.859989388
2.4	0.877481808
2.40810811	0.895220552
2.41621622	0.913204693
2.42432432	0.931433203
2.43243243	0.949904953
2.44054054	0.968618715
2.44864865	0.987573155
2.45675676	1.00676684
2.46486486	1.02619822
2.47297297	1.04586565
2.48108108	1.06576738
2.48918919	1.08590153
2.4972973	1.10626614
2.50540541	1.12685912
2.51351351	1.14767827
2.52162162	1.16872128
2.52972973	1.18998574
2.53783784	1.21146911
2.54594595	1.23316875
2.55405405	1.2550819
2.56216216	1.27720568
2.57027027	1.29953711
2.57837838	1.32207308
2.58648649	1.34481039
2.59459459	1.3677457
2.6027027	1.39087557
2.61081081	1.41419645
2.61891892	1.43770466
2.62702703	1.46139644
2.63513514	1.48526788
2.64324324	1.50931498
2.65135135	1.53353363
2.65945946	1.5579196
2.66756757	1.58246857
2.67567568	1.60717608
2.68378378	1.6320376
2.69189189	1.65704847
2.7	1.68220394
2.70810811	1.70749914
2.71621622	1.7329291
2.72432432	1.75848878
2.73243243	1.784173
2.74054054	1.80997651
2.74864865	1.83589396
2.75675676	1.86191989
2.76486486	1.88804877
2.77297297	1.91427497
2.78108108	1.94059277
2.78918919	1.96699637
2.7972973	1.99347988
2.80540541	2.02003734
2.81351351	2.04666269
2.82162162	2.07334982
2.82972973	2.10009252
2.83783784	2.12688452
2.84594595	2.15371949
2.85405405	2.18059102
2.86216216	2.20749263
2.87027027	2.2344178
2.87837838	2.26135992
2.88648649	2.28831237
2.89459459	2.31526842
2.9027027	2.34222134
2.91081081	2.36916432
2.91891892	2.39609052
2.92702703	2.42299306
2.93513514	2.44986502
2.94324324	2.47669943
2.95135135	2.5034893
2.95945946	2.53022762
2.96756757	2.55690734
2.97567568	2.5835214
2.98378378	2.6100627
2.99189189	2.63652415
3	2.66289862
3.00810811	2.689179
3.01621622	2.71535815
3.02432432	2.74142893
3.03243243	2.76738421
3.04054054	2.79321687
3.04864865	2.81891977
3.05675676	2.84448581
3.06486486	2.86990788
3.07297297	2.89517891
3.08108108	2.92029183
3.08918919	2.9452396
3.0972973	2.97001521
3.10540541	2.99461169
3.11351351	3.01902208
3.12162162	3.04323948
3.12972973	3.06725702
3.13783784	3.09106788
3.14594595	3.11466527
3.15405405	3.13804246
3.16216216	3.16119279
3.17027027	3.18410963
3.17837838	3.20678642
3.18648649	3.22921668
3.19459459	3.25139396
3.2027027	3.2733119
3.21081081	3.29496423
3.21891892	3.31634471
3.22702703	3.33744721
3.23513514	3.35826568
3.24324324	3.37879415
3.25135135	3.39902671
3.25945946	3.41895758
3.26756757	3.43858104
3.27567568	3.45789149
3.28378378	3.47688341
3.29189189	3.49555137
3.3	3.51389006
3.30810811	3.53189428
3.31621622	3.5495589
3.32432432	3.56687894
3.33243243	3.58384951
3.34054054	3.60046583
3.34864865	3.61672325
3.35675676	3.63261723
3.36486486	3.64814333
3.37297297	3.66329726
3.38108108	3.67807484
3.38918919	3.69247202
3.3972973	3.70648485
3.40540541	3.72010955
3.41351351	3.73334244
3.42162162	3.74617997
3.42972973	3.75861873
3.43783784	3.77065546
3.44594595	3.782287
3.45405405	3.79351034
3.46216216	3.80432262
3.47027027	3.8147211
3.47837838	3.82470318
3.48648649	3.83426642
3.49459459	3.84340848
3.5027027	3.85212721
3.51081081	3.86042055
3.51891892	3.86828662
3.52702703	3.87572368
3.53513514	3.8827301
3.54324324	3.88930442
3.55135135	3.89544533
3.55945946	3.90115163
3.56756757	3.9064223
3.57567568	3.91125644
3.58378378	3.91565331
3.59189189	3.91961228
3.6	3.9231329
3.60810811	3.92621485
3.61621622	3.92885794
3.62432432	3.93106213
3.63243243	3.93282752
3.64054054	3.93415436
3.64864865	3.93504302
3.65675676	3.93549402
3.66486486	3.93550802
3.67297297	3.93508582
3.68108108	3.93422833
3.68918919	3.93293663
3.6972973	3.93121191
3.70540541	3.92905551
3.71351351	3.92646888
3.72162162	3.92345363
3.72972973	3.92001146
3.73783784	3.91614423
3.74594595	3.91185391
3.75405405	3.90714261
3.76216216	3.90201254
3.77027027	3.89646604
3.77837838	3.89050558
3.78648649	3.88413375
3.79459459	3.87735323
3.8027027	3.87016684
3.81081081	3.8625775
3.81891892	3.85458824
3.82702703	3.84620221
3.83513514	3.83742266
3.84324324	3.82825294
3.85135135	3.81869651
3.85945946	3.80875693
3.86756757	3.79843785
3.87567568	3.78774302
3.88378378	3.77667629
3.89189189	3.7652416
3.9	3.75344298
3.90810811	3.74128454
3.91621622	3.72877047
3.92432432	3.71590508
3.93243243	3.70269271
3.94054054	3.68913782
3.94864865	3.67524492
3.95675676	3.66101859
3.96486486	3.64646352
3.97297297	3.63158441
3.98108108	3.61638609
3.98918919	3.6008734
3.9972973	3.58505127
4.00540541	3.56892468
4.01351351	3.55249868
4.02162162	3.53577836
4.02972973	3.51876886
4.03783784	3.50147539
4.04594595	3.48390318
4.05405405	3.46605752
4.06216216	3.44794375
4.07027027	3.42956724
4.07837838	3.41093339
4.08648649	3.39204766
4.09459459	3.37291551
4.1027027	3.35354246
4.11081081	3.33393405
4.11891892	3.31409584
4.12702703	3.29403342
4.13513514	3.27375239
4.14324324	3.25325839
4.15135135	3.23255706
4.15945946	3.21165407
4.16756757	3.1905551
4.17567568	3.16926582
4.18378378	3.14779194
4.19189189	3.12613915
4.2	3.10431317
4.20810811	3.08231971
4.21621622	3.06016447
4.22432432	3.03785317
4.23243243	3.01539152
4.24054054	2.99278522
4.24864865	2.97003996
4.25675676	2.94716144
4.26486486	2.92415533
4.27297297	2.90102731
4.28108108	2.87778302
4.28918919	2.8544281
4.2972973	2.83096818
4.30540541	2.80740886
4.31351351	2.78375573
4.32162162	2.76001434
4.32972973	2.73619025
4.33783784	2.71228896
4.34594595	2.68831596
4.35405405	2.66427674
4.36216216	2.64017671
4.37027027	2.61602129
4.37837838	2.59181586
4.38648649	2.56756577
4.39459459	2.54327632
4.4027027	2.51895281
4.41081081	2.49460047
4.41891892	2.47022451
4.42702703	2.44583012
4.43513514	2.42142243
4.44324324	2.39700653
4.45135135	2.37258749
4.45945946	2.34817033
4.46756757	2.32376002
4.47567568	2.29936151
4.48378378	2.27497968
4.49189189	2.25061941
4.5	2.22628549
4.50810811	2.20198269
4.51621622	2.17771573
4.52432432	2.15348931
4.53243243	2.12930804
4.54054054	2.10517651
4.54864865	2.08109928
4.55675676	2.05708083
4.56486486	2.03312562
4.57297297	2.00923804
4.58108108	1.98542246
4.58918919	1.96168318
4.5972973	1.93802447
4.60540541	1.91445054
4.61351351	1.89096555
4.62162162	1.86757363
4.62972973	1.84427885
4.63783784	1.82108522
4.64594595	1.79799674
4.65405405	1.77501732
4.66216216	1.75215084
4.67027027	1.72940114
4.67837838	1.706772
4.68648649	1.68426716
4.69459459	1.66189031
4.7027027	1.6396451
4.71081081	1.61753511
4.71891892	1.59556389
4.72702703	1.57373495
4.73513514	1.55205174
4.74324324	1.53051767
4.75135135	1.5091361
4.75945946	1.48791034
4.76756757	1.46684367
4.77567568	1.4459393
4.78378378	1.42520042
4.79189189	1.40463017
4.8	1.38423162
4.80810811	1.36400782
4.81621622	1.34396177
4.82432432	1.32409643
4.83243243	1.3044147
4.84054054	1.28491946
4.84864865	1.26561352
4.85675676	1.24649966
4.86486486	1.22758064
4.87297297	1.20885913
4.88108108	1.19033779
4.88918919	1.17201923
4.8972973	1.15390602
4.90540541	1.13600069
4.91351351	1.11830571
4.92162162	1.10082354
4.92972973	1.08355657
4.93783784	1.06650717
4.94594595	1.04967765
4.95405405	1.0330703
4.96216216	1.01668735
4.97027027	1.00053101
4.97837838	0.984603429
4.98648649	0.96890673
4.99459459	0.953442991
5.0027027	0.938214249
5.01081081	0.923222506
5.01891892	0.908469718
5.02702703	0.893957807
5.03513514	0.879688652
5.04324324	0.865664093
5.05135135	0.851885932
5.05945946	0.838355928
5.06756757	0.825075803
5.07567568	0.812047238
5.08378378	0.799271876
5.09189189	0.786751317
5.1	0.774487125
5.10810811	0.762480819
5.11621622	0.750733883
5.12432432	0.739247755
5.13243243	0.728023838
5.14054054	0.71706349
5.14864865	0.70636803
5.15675676	0.695938736
5.16486486	0.685776842
5.17297297	0.675883543
5.18108108	0.666259992
5.18918919	0.656907298
5.1972973	0.647826529
5.20540541	0.639018708
5.21351351	0.630484817
5.22162162	0.622225793
5.22972973	0.61424253
5.23783784	0.606535878
5.24594595	0.599106639
5.25405405	0.591955574
5.26216216	0.585083397
5.27027027	0.578490774
5.27837838	0.572178328
5.28648649	0.566146633
5.29459459	0.560396215
5.3027027	0.554927554
5.31081081	0.54974108
5.31891892	0.544837176
5.32702703	0.540216175
