# t_us	I_over_time_mean
18.6710886	0.0597591047
18.6873102	0.0621641104
18.7035318	0.064817991
18.7197534	0.0677304309
18.7359751	0.0709115394
18.7521967	0.0743717987
18.7684183	0.0781220108
18.7846399	0.0821732418
18.8008615	0.0865367653
18.8170832	0.0912240046
18.8333048	0.0962464736
18.8495264	0.101615717
18.865748	0.10734325
18.8819697	0.113440497
18.8981913	0.119918732
18.9144129	0.126789014
18.9306345	0.134062132
18.9468562	0.141748539
18.9630778	0.149858297
18.9792994	0.158401015
18.995521	0.167385794
19.0117427	0.176821169
19.0279643	0.186715054
19.0441859	0.197074692
19.0604075	0.207906599
19.0766291	0.21921652
19.0928508	0.23100938
19.1090724	0.243289238
19.125294	0.256059249
19.1415156	0.269321622
19.1577373	0.283077583
19.1739589	0.297327347
19.1901805	0.312070083
19.2064021	0.327303889
19.2226238	0.343025767
19.2388454	0.359231607
19.255067	0.375916166
19.2712886	0.393073058
19.2875103	0.410694744
19.3037319	0.428772523
19.3199535	0.447296535
19.3361751	0.466255761
19.3523967	0.485638025
19.3686184	0.505430009
19.38484	0.525617259
19.4010616	0.546184207
19.4172832	0.567114186
19.4335049	0.588389457
19.4497265	0.609991235
19.4659481	0.631899716
19.4821697	0.654094115
19.4983914	0.676552699
19.514613	0.699252828
19.5308346	0.722170996
19.5470562	0.74528288
19.5632778	0.768563382
19.5794995	0.791986685
19.5957211	0.815526301
19.6119427	0.83915513
19.6281643	0.862845513
19.644386	0.886569293
19.6606076	0.910297874
19.6768292	0.934002285
19.6930508	0.957653238
19.7092725	0.981221197
19.7254941	1.00467644
19.7417157	1.02798913
19.7579373	1.05112936
19.774159	1.07406727
19.7903806	1.09677303
19.8066022	1.11921699
19.8228238	1.1413697
19.8390454	1.16320199
19.8552671	1.18468502
19.8714887	1.20579036
19.8877103	1.22649004
19.9039319	1.24675663
19.9201536	1.26656326
19.9363752	1.28588373
19.9525968	1.30469253
19.9688184	1.3229649
19.9850401	1.34067689
20.0012617	1.3578054
20.0174833	1.37432825
20.0337049	1.39022419
20.0499266	1.40547296
20.0661482	1.42005534
20.0823698	1.43395317
20.0985914	1.44714938
20.114813	1.45962806
20.1310347	1.47137442
20.1472563	1.48237487
20.1634779	1.49261704
20.1796995	1.50208974
20.1959212	1.51078306
20.2121428	1.5186883
20.2283644	1.52579805
20.244586	1.53210615
20.2608077	1.53760768
20.2770293	1.54229901
20.2932509	1.54617776
20.3094725	1.5492428
20.3256942	1.55149423
20.3419158	1.5529334
20.3581374	1.55356285
20.374359	1.55338631
20.3905806	1.55240869
20.4068023	1.55063603
20.4230239	1.54807551
20.4392455	1.54473538
20.4554671	1.54062495
20.4716888	1.53575456
20.4879104	1.53013552
20.504132	1.52378011
20.5203536	1.51670152
20.5365753	1.5089138
20.5527969	1.50043182
20.5690185	1.49127124
20.5852401	1.48144849
20.6014617	1.47098064
20.6176834	1.45988545
20.633905	1.44818127
20.6501266	1.43588699
20.6663482	1.42302202
20.6825699	1.40960623
20.6987915	1.39565988
20.7150131	1.38120362
20.7312347	1.3662584
20.7474564	1.35084544
20.763678	1.33498617
20.7798996	1.31870221
20.7961212	1.30201532
20.8123429	1.28494732
20.8285645	1.26752011
20.8447861	1.24975555
20.8610077	1.2316755
20.8772293	1.21330172
20.893451	1.19465587
20.9096726	1.17575945
20.9258942	1.15663379
20.9421158	1.1373
20.9583375	1.11777892
20.9745591	1.09809116
20.9907807	1.07825699
21.0070023	1.05829637
21.023224	1.03822891
21.0394456	1.01807384
21.0556672	0.997850016
21.0718888	0.977575883
21.0881105	0.957269461
21.1043321	0.93694834
21.1205537	0.916629668
21.1367753	0.896330137
21.1529969	0.876065981
21.1692186	0.855852971
21.1854402	0.835706408
21.2016618	0.815641125
21.2178834	0.795671489
21.2341051	0.775811396
21.2503267	0.756074283
21.2665483	0.736473128
21.2827699	0.717020459
21.2989916	0.697728359
21.3152132	0.67860848
21.3314348	0.659672048
21.3476564	0.640929878
21.363878	0.622392386
21.3800997	0.604069601
21.3963213	0.585971178
21.4125429	0.568106416
21.4287645	0.550484271
21.4449862	0.53311337
21.4612078	0.516002031
21.4774294	0.499158274
21.493651	0.482589842
21.5098727	0.466304213
21.5260943	0.450308619
21.5423159	0.434610061
21.5585375	0.419215323
21.5747592	0.404130988
21.5909808	0.389363455
21.6072024	0.374918949
21.623424	0.360803535
21.6396456	0.347023135
21.6558673	0.333583532
21.6720889	0.320490389
21.6883105	0.307749253
21.7045321	0.295365565
21.7207538	0.28334467
21.7369754	0.27169182
21.753197	0.260412183
21.7694186	0.249510845
21.7856403	0.238992814
21.8018619	0.22886302
21.8180835	0.219126317
21.8343051	0.209787483
21.8505268	0.200851214
21.8667484	0.192322126
21.88297	0.184204746
21.8991916	0.176503509
21.9154132	0.169222747
21.9316349	0.162366685
21.9478565	0.15593943
21.9640781	0.14994496
21.9802997	0.144387112
21.9965214	0.139269569
22.012743	0.13459585
22.0289646	0.13036929
22.0451862	0.12659303
22.0614079	0.123269997
22.0776295	0.12040289
22.0938511	0.117994162
22.1100727	0.116046002
22.1262944	0.114560317
22.142516	0.113538713
22.1587376	0.11298248
22.1749592	0.112892567
22.1911808	0.113269571
22.2074025	0.114113711
22.2236241	0.115424815
22.2398457	0.1172023
22.2560673	0.119445152
22.272289	0.122151915
22.2885106	0.125320667
22.3047322	0.12894901
22.3209538	0.133034051
22.3371755	0.13757239
22.3533971	0.142560106
22.3696187	0.147992743
22.3858403	0.153865303
22.4020619	0.160172233
22.4182836	0.166907415
22.4345052	0.174064165
22.4507268	0.181635218
22.4669484	0.189612732
22.4831701	0.197988282
22.4993917	0.206752857
22.5156133	0.215896862
22.5318349	0.225410121
22.5480566	0.235281881
22.5642782	0.245500815
22.5804998	0.256055031
22.5967214	0.26693208
22.6129431	0.278118971
22.6291647	0.289602177
22.6453863	0.301367653
22.6616079	0.313400852
22.6778295	0.325686744
22.6940512	0.338209832
22.7102728	0.350954174
22.7264944	0.36390341
22.742716	0.37704078
22.7589377	0.390349155
22.7751593	0.403811061
22.7913809	0.417408708
22.8076025	0.431124024
22.8238242	0.444938678
22.8400458	0.458834121
22.8562674	0.472791614
22.872489	0.486792265
22.8887107	0.500817061
22.9049323	0.514846908
22.9211539	0.528862665
22.9373755	0.542845183
22.9535971	0.55677534
22.9698188	0.570634082
22.9860404	0.584402458
23.002262	0.598061664
23.0184836	0.611593072
23.0347053	0.624978279
23.0509269	0.638199136
23.0671485	0.651237791
23.0833701	0.664076724
23.0995918	0.676698783
23.1158134	0.689087222
23.132035	0.701225733
23.1482566	0.713098483
23.1644782	0.724690145
23.1806999	0.735985932
23.1969215	0.746971624
23.2131431	0.7576336
23.2293647	0.767958868
23.2455864	0.777935086
23.261808	0.78755059
23.2780296	0.796794417
23.2942512	0.805656327
23.3104729	0.81412682
23.3266945	0.822197157
23.3429161	0.829859372
23.3591377	0.837106289
23.3753594	0.843931533
23.391581	0.850329539
23.4078026	0.85629556
23.4240242	0.861825673
23.4402458	0.866916781
23.4564675	0.871566616
23.4726891	0.875773741
23.4889107	0.879537539
23.5051323	0.882858218
23.521354	0.885736796
23.5375756	0.888175098
23.5537972	0.89017574
23.5700188	0.891742122
23.5862405	0.892878409
23.6024621	0.893589515
23.6186837	0.893881086
23.6349053	0.893759479
23.651127	0.893231743
23.6673486	0.892305591
23.6835702	0.890989381
23.6997918	0.889292085
23.7160134	0.887223268
23.7322351	0.884793052
23.7484567	0.882012093
23.7646783	0.878891549
23.7808999	0.875443046
23.7971216	0.871678651
23.8133432	0.867610836
23.8295648	0.863252444
23.8457864	0.85861666
23.8620081	0.853716974
23.8782297	0.848567148
23.8944513	0.843181182
23.9106729	0.83757328
23.9268946	0.831757817
23.9431162	0.825749305
23.9593378	0.819562361
23.9755594	0.813211674
23.991781	0.806711973
24.0080027	0.800077995
24.0242243	0.793324458
24.0404459	0.786466028
24.0566675	0.779517293
24.0728892	0.772492735
24.0891108	0.765406703
24.1053324	0.758273391
24.121554	0.75110681
24.1377757	0.743920771
24.1539973	0.736728859
24.1702189	0.72954442
24.1864405	0.722380536
24.2026621	0.715250016
24.2188838	0.708165376
24.2351054	0.701138828
24.251327	0.69418227
24.2675486	0.687307275
24.2837703	0.680525084
24.2999919	0.673846597
24.3162135	0.667282372
24.3324351	0.660842618
24.3486568	0.654537199
24.3648784	0.648375627
24.3811	0.642367069
24.3973216	0.636520349
24.4135433	0.630843951
24.4297649	0.625346024
24.4459865	0.620034394
24.4622081	0.614916567
24.4784297	0.609999742
24.4946514	0.605290819
24.510873	0.600796414
24.5270946	0.596522868
24.5433162	0.592476265
24.5595379	0.58866244
24.5757595	0.585087
24.5919811	0.581755335
24.6082027	0.578672638
24.6244244	0.575843915
24.640646	0.57327401
24.6568676	0.570967612
24.6730892	0.56892928
24.6893109	0.567163455
24.7055325	0.565674477
24.7217541	0.564466602
24.7379757	0.563544016
24.7541973	0.562910855
24.770419	0.562571213
24.7866406	0.562529161
24.8028622	0.562788757
24.8190838	0.563354063
24.8353055	0.564229152
24.8515271	0.565418119
24.8677487	0.566925095
24.8839703	0.568754248
24.900192	0.570909798
24.9164136	0.573396016
24.9326352	0.576217232
24.9488568	0.57937784
24.9650784	0.582882294
24.9813001	0.586735113
24.9975217	0.590940879
25.0137433	0.595504234
25.0299649	0.600429875
25.0461866	0.605722547
25.0624082	0.611387042
25.0786298	0.617428183
25.0948514	0.623850819
25.1110731	0.630659808
25.1272947	0.637860012
25.1435163	0.645456274
25.1597379	0.653453408
25.1759596	0.66185618
25.1921812	0.670669288
25.2084028	0.679897347
25.2246244	0.689544862
25.240846	0.699616212
25.2570677	0.710115625
25.2732893	0.721047153
25.2895109	0.732414653
25.3057325	0.744221753
25.3219542	0.756471835
25.3381758	0.769168006
25.3543974	0.782313069
25.370619	0.7959095
25.3868407	0.809959418
25.4030623	0.824464561
25.4192839	0.839426255
25.4355055	0.854845393
25.4517272	0.870722403
25.4679488	0.887057224
25.4841704	0.903849282
25.500392	0.921097464
25.5166136	0.938800093
25.5328353	0.956954905
25.5490569	0.975559029
25.5652785	0.994608963
25.5815001	1.01410055
25.5977218	1.03402899
25.6139434	1.05438875
25.630165	1.07517364
25.6463866	1.09637673
25.6626083	1.11799038
25.6788299	1.14000619
25.6950515	1.16241503
25.7112731	1.18520701
25.7274948	1.20837148
25.7437164	1.23189702
25.759938	1.25577146
25.7761596	1.27998186
25.7923812	1.30451452
25.8086029	1.329355
25.8248245	1.35448809
25.8410461	1.37989787
25.8572677	1.40556767
25.8734894	1.43148015
25.889711	1.45761722
25.9059326	1.48396018
25.9221542	1.51048963
25.9383759	1.53718555
25.9545975	1.56402733
25.9708191	1.59099376
25.9870407	1.61806311
26.0032623	1.64521309
26.019484	1.67242097
26.0357056	1.69966354
26.0519272	1.72691717
26.0681488	1.75415789
26.0843705	1.78136135
26.1005921	1.80850292
26.1168137	1.83555772
26.1330353	1.86250065
26.149257	1.88930644
26.1654786	1.91594972
26.1817002	1.942405
26.1979218	1.96864681
26.2141435	1.99464964
26.2303651	2.0203881
26.2465867	2.04583687
26.2628083	2.07097081
26.2790299	2.09576499
26.2952516	2.12019472
26.3114732	2.14423563
26.3276948	2.16786368
26.3439164	2.19105525
26.3601381	2.21378715
26.3763597	2.23603668
26.3925813	2.25778168
26.4088029	2.27900054
26.4250246	2.29967231
26.4412462	2.31977666
26.4574678	2.33929397
26.4736894	2.35820538
26.4899111	2.37649276
26.5061327	2.39413881
26.5223543	2.41112708
26.5385759	2.42744197
26.5547975	2.44306879
26.5710192	2.45799376
26.5872408	2.47220407
26.6034624	2.48568788
26.619684	2.49843432
26.6359057	2.51043355
26.6521273	2.52167677
26.6683489	2.53215617
26.6845705	2.54186504
26.7007922	2.55079771
26.7170138	2.55894955
26.7332354	2.56631703
26.749457	2.57289767
26.7656786	2.57869005
26.7819003	2.58369382
26.7981219	2.58790969
26.8143435	2.5913394
26.8305651	2.59398573
26.8467868	2.59585248
26.8630084	2.59694447
26.87923	2.59726747
26.8954516	2.59682826
26.9116733	2.59563453
26.9278949	2.59369491
26.9441165	2.59101891
26.9603381	2.58761692
26.9765598	2.58350015
26.9927814	2.57868064
27.009003	2.57317116
27.0252246	2.56698527
27.0414462	2.56013719
27.0576679	2.55264183
27.0738895	2.54451472
27.0901111	2.53577197
27.1063327	2.52643027
27.1225544	2.51650679
27.138776	2.50601918
27.1549976	2.4949855
27.1712192	2.48342423
27.1874409	2.47135416
27.2036625	2.4587944
27.2198841	2.4457643
27.2361057	2.43228345
27.2523274	2.41837159
27.268549	2.40404861
27.2847706	2.38933447
27.3009922	2.37424921
27.3172138	2.35881284
27.3334355	2.34304538
27.3496571	2.32696674
27.3658787	2.31059677
27.3821003	2.29395513
27.398322	2.27706133
27.4145436	2.25993465
27.4307652	2.24259413
27.4469868	2.22505854
27.4632085	2.20734631
27.4794301	2.18947556
27.4956517	2.17146401
27.5118733	2.15332903
27.528095	2.13508752
27.5443166	2.11675598
27.5605382	2.09835041
27.5767598	2.07988635
27.5929814	2.06137882
27.6092031	2.04284233
27.6254247	2.02429086
27.6416463	2.00573782
27.6578679	1.98719607
27.6740896	1.96867792
27.6903112	1.95019506
27.7065328	1.93175862
27.7227544	1.91337915
27.7389761	1.89506657
27.7551977	1.87683023
27.7714193	1.85867887
27.7876409	1.84062065
27.8038625	1.8226631
27.8200842	1.8048132
27.8363058	1.78707731
27.8525274	1.76946124
27.868749	1.75197021
27.8849707	1.73460888
27.9011923	1.71738135
27.9174139	1.7002912
27.9336355	1.68334145
27.9498572	1.66653462
27.9660788	1.64987273
27.9823004	1.6333573
27.998522	1.61698937
28.0147437	1.60076954
28.0309653	1.58469795
28.0471869	1.56877433
28.0634085	1.55299798
28.0796301	1.53736785
28.0958518	1.52188248
28.1120734	1.50654007
28.128295	1.49133849
28.1445166	1.4762753
28.1607383	1.46134775
28.1769599	1.44655281
28.1931815	1.43188722
28.2094031	1.41734744
28.2256248	1.40292976
28.2418464	1.38863021
28.258068	1.37444469
28.2742896	1.36036891
28.2905113	1.34639843
28.3067329	1.3325287
28.3229545	1.31875503
28.3391761	1.30507267
28.3553977	1.29147677
28.3716194	1.27796242
28.387841	1.26452468
28.4040626	1.25115856
28.4202842	1.23785906
28.4365059	1.2246212
28.4527275	1.21143999
28.4689491	1.19831047
28.4851707	1.18522773
28.5013924	1.1721869
28.517614	1.15918318
28.5338356	1.14621184
28.5500572	1.13326825
28.5662788	1.12034786
28.5825005	1.10744623
28.5987221	1.09455906
28.6149437	1.08168213
28.6311653	1.06881139
28.647387	1.05594291
28.6636086	1.04307294
28.6798302	1.03019784
28.6960518	1.01731417
28.7122735	1.00441865
28.7284951	0.991508166
28.7447167	0.978579798
28.7609383	0.965630804
28.77716	0.95265864
28.7933816	0.939660955
28.8096032	0.9266356
28.8258248	0.913580633
28.8420464	0.90049432
28.8582681	0.88737514
28.8744897	0.874221789
28.8907113	0.861033184
28.9069329	0.847808464
28.9231546	0.834546995
28.9393762	0.82124837
28.9555978	0.807912416
28.9718194	0.794539192
28.9880411	0.781128994
29.0042627	0.767682355
29.0204843	0.754200048
29.0367059	0.74068309
29.0529276	0.72713274
29.0691492	0.7135505
29.0853708	0.699938122
29.1015924	0.686297603
29.117814	0.672631188
29.1340357	0.658941372
29.1502573	0.6452309
29.1664789	0.631502767
29.1827005	0.617760216
29.1989222	0.604006744
29.2151438	0.590246095
29.2313654	0.576482264
29.247587	0.562719495
29.2638087	0.548962278
29.2800303	0.535215352
29.2962519	0.521483697
29.3124735	0.507772539
29.3286952	0.494087345
29.3449168	0.480433816
29.3611384	0.466817891
29.37736	0.453245741
29.3935816	0.439723761
29.4098033	0.426258574
29.4260249	0.412857019
29.4422465	0.39952615
29.4584681	0.386273228
29.4746898	0.373105718
29.4909114	0.36003128
29.507133	0.347057762
29.5233546	0.334193197
29.5395763	0.321445788
29.5557979	0.308823904
29.5720195	0.296336074
29.5882411	0.283990969
29.6044627	0.2717974
29.6206844	0.259764307
29.636906	0.247900741
29.6531276	0.236215863
29.6693492	0.224718925
29.6855709	0.213419258
29.7017925	0.202326266
29.7180141	0.191449406
29.7342357	0.180798175
29.7504574	0.170382102
29.766679	0.160210727
29.7829006	0.150293593
29.7991222	0.140640224
29.8153439	0.131260117
29.8315655	0.122162723
29.8477871	0.113357432
29.8640087	0.104853558
29.8802303	0.096660322
29.896452	0.0887868386
29.9126736	0.0812420981
29.9288952	0.0740349514
29.9451168	0.0671740943
29.9613385	0.0606680514
29.9775601	0.0545251608
29.9937817	0.0487535585
30.0100033	0.0433611632
30.026225	0.0383556615
30.0424466	0.033744493
30.0586682	0.0295348361
30.0748898	0.0257335944
30.0911115	0.0223473825
30.1073331	0.0193825138
30.1235547	0.0168449877
30.1397763	0.0147404778
30.1559979	0.0130743204
30.1722196	0.0118515044
30.1884412	0.0110766609
30.2046628	0.0107540543
30.2208844	0.0108875738
30.2371061	0.0114807257
30.2533277	0.0125366268
30.2695493	0.0140579982
30.2857709	0.0160471607
30.3019926	0.0185060299
30.3182142	0.0214361136
30.3344358	0.0248385094
30.3506574	0.0287139031
30.366879	0.0330625684
30.3831007	0.0378843677
30.3993223	0.0431787535
30.4155439	0.0489447707
30.4317655	0.0551810605
30.4479872	0.0618858648
30.4642088	0.0690570312
30.4804304	0.0766920199
30.496652	0.0847879105
30.5128737	0.0933414107
30.5290953	0.102348865
30.5453169	0.111806263
30.5615385	0.121709255
30.5777602	0.132053157
30.5939818	0.142832968
30.6102034	0.15404338
30.626425	0.165678793
30.6426466	0.177733328
30.6588683	0.190200844
30.6750899	0.203074949
30.6913115	0.216349021
30.7075331	0.23001622
30.7237548	0.244069505
30.7399764	0.258501653
30.756198	0.273305273
30.7724196	0.288472825
30.7886413	0.303996634
30.8048629	0.319868911
30.8210845	0.336081769
30.8373061	0.352627236
30.8535278	0.369497278
30.8697494	0.38668381
30.885971	0.404178713
30.9021926	0.421973853
30.9184142	0.440061093
30.9346359	0.458432306
30.9508575	0.477079395
30.9670791	0.4959943
30.9833007	0.515169013
30.9995224	0.534595594
31.015744	0.554266172
31.0319656	0.574172967
31.0481872	0.594308289
31.0644089	0.614664553
31.0806305	0.635234284
31.0968521	0.656010119
31.1130737	0.676984821
31.1292954	0.698151275
31.145517	0.719502492
31.1617386	0.741031615
31.1779602	0.762731913
31.1941818	0.784596787
31.2104035	0.806619762
31.2266251	0.828794486
31.2428467	0.851114726
31.2590683	0.873574363
31.27529	0.896167382
31.2915116	0.918887867
31.3077332	0.94172999
31.3239548	0.964688004
31.3401765	0.987756227
31.3563981	1.01092903
31.3726197	1.03420083
31.3888413	1.05756606
31.4050629	1.08101919
31.4212846	1.10455464
31.4375062	1.12816687
31.4537278	1.15185024
31.4699494	1.17559909
31.4861711	1.19940768
31.5023927	1.22327016
31.5186143	1.24718058
31.5348359	1.27113285
31.5510576	1.29512072
31.5672792	1.31913778
31.5835008	1.3431774
31.5997224	1.36723276
31.6159441	1.39129679
31.6321657	1.41536216
31.6483873	1.43942128
31.6646089	1.46346627
31.6808305	1.48748891
31.6970522	1.51148067
31.7132738	1.53543268
31.7294954	1.55933569
31.745717	1.58318008
31.7619387	1.60695584
31.7781603	1.63065255
31.7943819	1.65425939
31.8106035	1.67776508
31.8268252	1.70115794
31.8430468	1.72442582
31.8592684	1.74755615
31.87549	1.77053587
31.8917117	1.79335149
31.9079333	1.81598907
31.9241549	1.8384342
31.9403765	1.86067202
31.9565981	1.88268722
31.9728198	1.90446407
31.9890414	1.92598639
32.005263	1.94723758
32.0214846	1.96820065
32.0377063	1.98885821
32.0539279	2.00919248
32.0701495	2.02918536
32.0863711	2.04881839
32.1025928	2.0680728
32.1188144	2.08692954
32.135036	2.10536932
32.1512576	2.12337259
32.1674792	2.14091963
32.1837009	2.15799054
32.1999225	2.1745653
32.2161441	2.19062378
32.2323657	2.20614582
32.2485874	2.22111123
32.264809	2.23549984
32.2810306	2.24929155
32.2972522	2.2624664
32.3134739	2.27500453
32.3296955	2.28688634
32.3459171	2.29809243
32.3621387	2.30860372
32.3783604	2.31840147
32.394582	2.32746732
32.4108036	2.33578336
32.4270252	2.34333217
32.4432468	2.35009684
32.4594685	2.35606109
32.4756901	2.36120922
32.4919117	2.36552626
32.5081333	2.36899794
32.524355	2.37161076
32.5405766	2.37335206
32.5567982	2.37421004
32.5730198	2.37417379
32.5892415	2.37323337
32.6054631	2.37137982
32.6216847	2.3686052
32.6379063	2.36490265
32.654128	2.36026642
32.6703496	2.35469185
32.6865712	2.3481755
32.7027928	2.34071507
32.7190144	2.3323095
32.7352361	2.32295898
32.7514577	2.31266495
32.7676793	2.30143011
32.7839009	2.28925849
32.8001226	2.27615539
32.8163442	2.26212745
32.8325658	2.24718261
32.8487874	2.23133013
32.8650091	2.21458061
32.8812307	2.19694593
32.8974523	2.17843933
32.9136739	2.1590753
32.9298956	2.13886963
32.9461172	2.11783938
32.9623388	2.09600285
32.9785604	2.07337958
32.994782	2.04999026
33.0110037	2.0258568
33.0272253	2.00100219
33.0434469	1.97545055
33.0596685	1.94922702
33.0758902	1.92235779
33.0921118	1.89486998
33.1083334	1.86679165
33.124555	1.83815172
33.1407767	1.80897993
33.1569983	1.77930676
33.1732199	1.7491634
33.1894415	1.71858169
33.2056631	1.68759405
33.2218848	1.65623339
33.2381064	1.62453311
33.254328	1.59252696
33.2705496	1.56024902
33.2867713	1.52773362
33.3029929	1.49501528
33.3192145	1.46212861
33.3354361	1.42910827
33.3516578	1.39598888
33.3678794	1.36280498
33.384101	1.32959091
33.4003226	1.29638079
33.4165443	1.26320841
33.4327659	1.23010721
33.4489875	1.19711015
33.4652091	1.16424969
33.4814307	1.13155772
33.4976524	1.09906548
33.513874	1.06680352
33.5300956	1.0348016
33.5463172	1.00308869
33.5625389	0.971692875
33.5787605	0.940641317
33.5949821	0.909960196
33.6112037	0.879674676
33.6274254	0.849808851
33.643647	0.820385707
33.6598686	0.791427089
33.6760902	0.762953658
33.6923119	0.734984869
33.7085335	0.707538936
33.7247551	0.680632814
33.7409767	0.654282178
33.7571983	0.628501402
33.77342	0.603303553
33.7896416	0.578700379
33.8058632	0.554702303
33.8220848	0.531318425
33.8383065	0.508556521
33.8545281	0.486423054
33.8707497	0.46492318
33.8869713	0.444060767
33.903193	0.423838407
33.9194146	0.404257444
33.9356362	0.385317992
33.9518578	0.36701897
33.9680794	0.349358129
33.9843011	0.33233209
34.0005227	0.315936382
34.0167443	0.30016548
34.0329659	0.285012853
34.0491876	0.27047101
34.0654092	0.256531547
34.0816308	0.2431852
34.0978524	0.230421899
34.1140741	0.218230825
34.1302957	0.206600465
34.1465173	0.195518672
34.1627389	0.184972726
34.1789606	0.174949397
34.1951822	0.165435007
34.2114038	0.156415489
34.2276254	0.14787646
34.243847	0.139803277
34.2600687	0.132181106
34.2762903	0.124994987
34.2925119	0.118229892
34.3087335	0.111870797
34.3249552	0.105902738
34.3411768	0.100310876
34.3573984	0.0950805538
34.37362	0.0901973613
34.3898417	0.0856471872
34.4060633	0.0814162772
34.4222849	0.0774912868
34.4385065	0.0738593335
34.4547282	0.070508045
34.4709498	0.0674256064
34.4871714	0.0646008036
34.503393	0.0620230649
34.5196146	0.0596824984
34.5358363	0.0575699277
34.5520579	0.055676923
34.5682795	0.0539958301
34.5845011	0.052519795
34.6007228	0.0512427858
34.6169444	0.0501596106
34.633166	0.0492659316
34.6493876	0.0485582764
34.6656093	0.0480340444
34.6818309	0.0476915106
34.6980525	0.0475298247
34.7142741	0.0475490075
34.7304958	0.0477499429
34.7467174	0.0481343663
34.762939	0.0487048497
34.7791606	0.049464783
34.7953822	0.0504183519
34.8116039	0.0515705128
34.8278255	0.0529269633
34.8440471	0.054494111
34.8602687	0.0562790378
34.8764904	0.0582894624
34.892712	0.0605336994
34.9089336	0.0630206156
34.9251552	0.0657595846
34.9413769	0.0687604379
34.9575985	0.072033415
34.9738201	0.0755891109
34.9900417	0.0794384216
35.0062633	0.0835924888
35.022485	0.0880626427
35.0387066	0.0928603431
35.0549282	0.0979971211
35.0711498	0.103484518
35.0873715	0.109334026
35.1035931	0.115557026
35.1198147	0.122164726
35.1360363	0.129168103
35.152258	0.136577841
35.1684796	0.144404268
35.1847012	0.152657303
35.2009228	0.16134639
35.2171445	0.170480449
35.2333661	0.180067813
35.2495877	0.190116179
35.2658093	0.200632553
35.2820309	0.211623199
35.2982526	0.223093595
35.3144742	0.23504838
35.3306958	0.247491318
35.3469174	0.260425252
35.3631391	0.273852067
35.3793607	0.287772657
35.3955823	0.30218689
35.4118039	0.31709358
35.4280256	0.332490464
35.4442472	0.348374175
35.4604688	0.364740227
35.4766904	0.381582997
35.4929121	0.398895716
35.5091337	0.416670456
35.5253553	0.434898132
35.5415769	0.453568497
35.5577985	0.472670146
35.5740202	0.492190519
35.5902418	0.51211592
35.6064634	0.53243152
35.622685	0.553121384
35.6389067	0.574168484
35.6551283	0.595554729
35.6713499	0.61726099
35.6875715	0.639267135
35.7037932	0.661552056
35.7200148	0.684093714
35.7362364	0.706869175
35.752458	0.729854657
35.7686796	0.753025572
35.7849013	0.776356577
35.8011229	0.799821626
35.8173445	0.82339402
35.8335661	0.847046465
35.8497878	0.870751132
35.8660094	0.89447971
35.882231	0.91820347
35.8984526	0.941893329
35.9146743	0.96551991
35.9308959	0.989053608
35.9471175	1.01246465
35.9633391	1.03572318
35.9795608	1.05879929
35.9957824	1.08166311
36.012004	1.1042849
36.0282256	1.12663503
36.0444472	1.14868417
36.0606689	1.17040322
36.0768905	1.19176349
36.0931121	1.21273669
36.1093337	1.23329503
36.1255554	1.25341125
36.141777	1.27305871
36.1579986	1.29221142
36.1742202	1.31084412
36.1904419	1.32893232
36.2066635	1.34645234
36.2228851	1.36338139
36.2391067	1.37969758
36.2553284	1.39537999
36.27155	1.41040872
36.2877716	1.42476487
36.3039932	1.43843067
36.3202148	1.45138942
36.3364365	1.46362557
36.3526581	1.47512475
36.3688797	1.48587376
36.3851013	1.49586061
36.401323	1.50507457
36.4175446	1.51350609
36.4337662	1.52114694
36.4499878	1.52799009
36.4662095	1.53402981
36.4824311	1.53926162
36.4986527	1.54368229
36.5148743	1.54728987
36.531096	1.55008364
36.5473176	1.55206411
36.5635392	1.55323303
36.5797608	1.55359334
36.5959824	1.55314917
36.6122041	1.55190581
36.6284257	1.54986968
36.6446473	1.54704832
36.6608689	1.54345034
36.6770906	1.53908539
36.6933122	1.53396414
36.7095338	1.52809824
36.7257554	1.52150026
36.7419771	1.51418369
36.7581987	1.50616285
36.7744203	1.4974529
36.7906419	1.48806974
36.8068635	1.47803002
36.8230852	1.46735106
36.8393068	1.4560508
36.8555284	1.4441478
36.87175	1.43166111
36.8879717	1.4186103
36.9041933	1.40501539
36.9204149	1.39089676
36.9366365	1.37627517
36.9528582	1.36117166
36.9690798	1.34560754
36.9853014	1.3296043
37.001523	1.31318361
37.0177447	1.29636725
37.0339663	1.27917708
37.0501879	1.26163499
37.0664095	1.24376284
37.0826311	1.22558247
37.0988528	1.2071156
37.1150744	1.18838385
37.131296	1.16940866
37.1475176	1.15021128
37.1637393	1.13081276
37.1799609	1.11123385
37.1961825	1.09149505
37.2124041	1.07161652
37.2286258	1.05161813
37.2448474	1.03151934
37.261069	1.01133928
37.2772906	0.991096663
37.2935123	0.970809785
37.3097339	0.950496531
37.3259555	0.930174344
37.3421771	0.909860219
37.3583987	0.889570699
37.3746204	0.869321863
37.390842	0.849129324
37.4070636	0.82900823
37.4232852	0.808973257
37.4395069	0.789038613
37.4557285	0.769218044
37.4719501	0.749524831
37.4881717	0.729971801
37.5043934	0.710571334
37.520615	0.691335368
37.5368366	0.672275411
37.5530582	0.653402551
37.5692799	0.634727469
37.5855015	0.616260451
37.6017231	0.598011398
