# t_us	I_over_time_mean_weighted
36.531096	0.00291784088
36.5473176	0.00294838343
36.5635392	0.00297691781
36.5797608	0.00300484526
36.5959824	0.00303394264
36.6122041	0.0030663672
36.6284257	0.00310465975
36.6446473	0.00315174603
36.6608689	0.0032109365
36.6770906	0.00328592428
36.6933122	0.00338078145
36.7095338	0.00349995365
36.7257554	0.00364825296
36.7419771	0.00383084914
36.7581987	0.00405325922
36.7744203	0.00432133549
36.7906419	0.00464125195
36.8068635	0.00501948923
36.8230852	0.00546281805
36.8393068	0.0059782813
36.8555284	0.00657317479
36.87175	0.00725502669
36.8879717	0.00803157585
36.9041933	0.00891074897
36.9204149	0.00990063674
36.9366365	0.0110094691
36.9528582	0.0122455894
36.9690798	0.0136174284
36.9853014	0.015133477
37.001523	0.0168022584
37.0177447	0.0186323004
37.0339663	0.0206321071
37.0501879	0.0228101296
37.0664095	0.025174738
37.0826311	0.0277341919
37.0988528	0.0304966121
37.1150744	0.0334699517
37.131296	0.0366619679
37.1475176	0.0400801941
37.1637393	0.0437319125
37.1799609	0.047624127
37.1961825	0.0517635374
37.2124041	0.0561565136
37.2286258	0.0608090714
37.2448474	0.0657268489
37.261069	0.0709150837
37.2772906	0.0763785919
37.2935123	0.0821217479
37.3097339	0.088148465
37.3259555	0.0944621788
37.3421771	0.10106583
37.3583987	0.107961851
37.3746204	0.11515215
37.390842	0.122638106
37.4070636	0.130420549
37.4232852	0.13849976
37.4395069	0.146875463
37.4557285	0.155546814
37.4719501	0.164512406
37.4881717	0.173770264
37.5043934	0.183317844
37.520615	0.193152036
37.5368366	0.203269168
37.5530582	0.213665013
37.5692799	0.224334793
37.5855015	0.23527319
37.6017231	0.246474358
37.6179447	0.257931928
37.6341663	0.269639032
37.650388	0.281588309
37.6666096	0.293771928
37.6828312	0.306181602
37.6990528	0.318808608
37.7152745	0.331643809
37.7314961	0.344677676
37.7477177	0.357900309
37.7639393	0.371301462
37.780161	0.384870567
37.7963826	0.398596763
37.8126042	0.412468918
37.8288258	0.426475658
37.8450474	0.440605398
37.8612691	0.454846365
37.8774907	0.469186631
37.8937123	0.483614139
37.9099339	0.498116736
37.9261556	0.512682199
37.9423772	0.527298264
37.9585988	0.541952661
37.9748204	0.556633136
37.9910421	0.571327484
38.0072637	0.586023577
38.0234853	0.600709392
38.0397069	0.61537304
38.0559286	0.630002788
38.0721502	0.644587092
38.0883718	0.659114617
38.1045934	0.673574265
38.120815	0.687955199
38.1370367	0.70224686
38.1532583	0.716438997
38.1694799	0.73052168
38.1857015	0.744485326
38.2019232	0.75832071
38.2181448	0.772018987
38.2343664	0.785571705
38.250588	0.79897082
38.2668097	0.81220871
38.2830313	0.825278181
38.2992529	0.838172483
38.3154745	0.850885314
38.3316962	0.863410831
38.3479178	0.875743649
38.3641394	0.887878851
38.380361	0.899811989
38.3965826	0.911539082
38.4128043	0.923056618
38.4290259	0.934361553
38.4452475	0.945451304
38.4614691	0.95632375
38.4776908	0.966977219
38.4939124	0.977410488
38.510134	0.987622769
38.5263556	0.9976137
38.5425773	1.00738334
38.5587989	1.01693215
38.5750205	1.02626098
38.5912421	1.03537105
38.6074637	1.04426398
38.6236854	1.05294168
38.639907	1.06140644
38.6561286	1.06966084
38.6723502	1.07770777
38.6885719	1.08555037
38.7047935	1.09319208
38.7210151	1.10063654
38.7372367	1.10788764
38.7534584	1.11494946
38.76968	1.12182626
38.7859016	1.12852247
38.8021232	1.13504266
38.8183449	1.1413915
38.8345665	1.14757379
38.8507881	1.15359441
38.8670097	1.1594583
38.8832313	1.16517042
38.899453	1.1707358
38.9156746	1.17615945
38.9318962	1.18144638
38.9481178	1.18660157
38.9643395	1.19162996
38.9805611	1.19653645
38.9967827	1.20132583
39.0130043	1.20600284
39.029226	1.2105721
39.0454476	1.21503813
39.0616692	1.21940533
39.0778908	1.22367794
39.0941125	1.22786008
39.1103341	1.23195573
39.1265557	1.23596868
39.1427773	1.23990256
39.1589989	1.24376085
39.1752206	1.24754684
39.1914422	1.25126362
39.2076638	1.25491412
39.2238854	1.25850107
39.2401071	1.26202702
39.2563287	1.26549434
39.2725503	1.26890519
39.2887719	1.27226157
39.3049936	1.27556526
39.3212152	1.27881791
39.3374368	1.28202095
39.3536584	1.28517565
39.3698801	1.28828313
39.3861017	1.29134433
39.4023233	1.29436004
39.4185449	1.29733091
39.4347665	1.30025743
39.4509882	1.30313999
39.4672098	1.30597881
39.4834314	1.30877404
39.499653	1.3115257
39.5158747	1.31423371
39.5320963	1.3168979
39.5483179	1.31951805
39.5645395	1.32209382
39.5807612	1.32462485
39.5969828	1.32711072
39.6132044	1.32955095
39.629426	1.33194506
39.6456476	1.33429251
39.6618693	1.33659276
39.6780909	1.33884528
39.6943125	1.34104953
39.7105341	1.34320496
39.7267558	1.34531107
39.7429774	1.34736737
39.759199	1.34937339
39.7754206	1.35132872
39.7916423	1.35323297
39.8078639	1.35508582
39.8240855	1.35688699
39.8403071	1.35863626
39.8565288	1.36033346
39.8727504	1.36197851
39.888972	1.36357136
39.9051936	1.36511206
39.9214152	1.36660071
39.9376369	1.36803749
39.9538585	1.36942265
39.9700801	1.3707565
39.9863017	1.37203941
40.0025234	1.37327185
40.018745	1.37445433
40.0349666	1.37558742
40.0511882	1.37667177
40.0674099	1.37770807
40.0836315	1.37869705
40.0998531	1.37963953
40.1160747	1.38053633
40.1322964	1.38138833
40.148518	1.38219644
40.1647396	1.38296161
40.1809612	1.38368479
40.1971828	1.38436697
40.2134045	1.38500913
40.2296261	1.38561228
40.2458477	1.38617741
40.2620693	1.38670551
40.278291	1.38719755
40.2945126	1.3876545
40.3107342	1.3880773
40.3269558	1.38846684
40.3431775	1.38882401
40.3593991	1.38914962
40.3756207	1.38944448
40.3918423	1.3897093
40.4080639	1.38994478
40.4242856	1.39015153
40.4405072	1.39033012
40.4567288	1.39048104
40.4729504	1.39060471
40.4891721	1.39070149
40.5053937	1.39077166
40.5216153	1.39081542
40.5378369	1.3908329
40.5540586	1.39082416
40.5702802	1.39078917
40.5865018	1.39072782
40.6027234	1.39063994
40.6189451	1.39052527
40.6351667	1.39038348
40.6513883	1.39021417
40.6676099	1.39001686
40.6838315	1.38979102
40.7000532	1.38953605
40.7162748	1.38925129
40.7324964	1.38893601
40.748718	1.38858945
40.7649397	1.3882108
40.7811613	1.38779918
40.7973829	1.38735372
40.8136045	1.38687348
40.8298262	1.38635751
40.8460478	1.38580483
40.8622694	1.38521447
40.878491	1.38458542
40.8947127	1.38391669
40.9109343	1.38320729
40.9271559	1.38245622
40.9433775	1.38166253
40.9595991	1.38082526
40.9758208	1.37994349
40.9920424	1.37901634
41.008264	1.37804295
41.0244856	1.37702251
41.0407073	1.37595426
41.0569289	1.37483749
41.0731505	1.37367154
41.0893721	1.37245581
41.1055938	1.37118977
41.1218154	1.36987295
41.138037	1.36850494
41.1542586	1.36708539
41.1704803	1.36561405
41.1867019	1.36409072
41.2029235	1.36251525
41.2191451	1.36088761
41.2353667	1.35920778
41.2515884	1.35747586
41.26781	1.35569197
41.2840316	1.35385632
41.3002532	1.35196916
41.3164749	1.35003082
41.3326965	1.34804165
41.3489181	1.34600206
41.3651397	1.3439125
41.3813614	1.34177345
41.397583	1.33958542
41.4138046	1.33734893
41.4300262	1.33506453
41.4462478	1.33273275
41.4624695	1.33035414
41.4786911	1.32792923
41.4949127	1.32545852
41.5111343	1.32294249
41.527356	1.32038158
41.5435776	1.31777619
41.5597992	1.31512665
41.5760208	1.31243322
41.5922425	1.3096961
41.6084641	1.3069154
41.6246857	1.30409111
41.6409073	1.30122316
41.657129	1.29831132
41.6733506	1.29535529
41.6895722	1.29235459
41.7057938	1.28930863
41.7220154	1.28621668
41.7382371	1.28307783
41.7544587	1.27989103
41.7706803	1.27665508
41.7869019	1.27336857
41.8031236	1.27002994
41.8193452	1.26663746
41.8355668	1.2631892
41.8517884	1.25968304
41.8680101	1.2561167
41.8842317	1.25248768
41.9004533	1.2487933
41.9166749	1.24503073
41.9328966	1.24119689
41.9491182	1.23728858
41.9653398	1.23330238
41.9815614	1.22923472
41.997783	1.22508184
42.0140047	1.22083983
42.0302263	1.21650463
42.0464479	1.21207203
42.0626695	1.20753767
42.0788912	1.20289709
42.0951128	1.19814568
42.1113344	1.19327877
42.127556	1.18829155
42.1437777	1.18317917
42.1599993	1.1779367
42.1762209	1.17255918
42.1924425	1.1670416
42.2086641	1.16137895
42.2248858	1.15556621
42.2411074	1.14959839
42.257329	1.14347053
42.2735506	1.13717774
42.2897723	1.1307152
42.3059939	1.12407818
42.3222155	1.11726207
42.3384371	1.1102624
42.3546588	1.10307486
42.3708804	1.09569529
42.387102	1.08811975
42.4033236	1.08034451
42.4195453	1.07236606
42.4357669	1.06418115
42.4519885	1.05578681
42.4682101	1.04718035
42.4844317	1.0383594
42.5006534	1.0293219
42.516875	1.02006615
42.5330966	1.01059078
42.5493182	1.00089482
42.5655399	0.990977679
42.5817615	0.980839162
42.5979831	0.97047949
42.6142047	0.959899307
42.6304264	0.94909969
42.646648	0.93808216
42.6628696	0.926848689
42.6790912	0.915401705
42.6953129	0.903744097
42.7115345	0.891879222
42.7277561	0.879810903
42.7439777	0.867543433
42.7601993	0.855081575
42.776421	0.842430555
42.7926426	0.829596065
42.8088642	0.816584256
42.8250858	0.803401728
42.8413075	0.790055529
42.8575291	0.776553138
42.8737507	0.762902462
42.8899723	0.749111817
42.906194	0.735189918
42.9224156	0.721145867
42.9386372	0.706989128
42.9548588	0.692729518
42.9710805	0.678377183
42.9873021	0.663942582
43.0035237	0.649436462
43.0197453	0.634869836
43.0359669	0.620253963
43.0521886	0.605600321
43.0684102	0.590920581
43.0846318	0.576226584
43.1008534	0.561530311
43.1170751	0.546843859
43.1332967	0.53217941
43.1495183	0.517549204
43.1657399	0.50296551
43.1819616	0.488440598
43.1981832	0.473986705
43.2144048	0.459616013
43.2306264	0.445340615
43.246848	0.431172483
43.2630697	0.417123445
43.2792913	0.403205154
43.2955129	0.389429056
43.3117345	0.375806366
43.3279562	0.36234804
43.3441778	0.349064746
43.3603994	0.335966839
43.376621	0.323064338
43.3928427	0.310366898
43.4090643	0.297883791
43.4252859	0.285623878
43.4415075	0.273595593
43.4577292	0.261806924
43.4739508	0.250265387
43.4901724	0.23897802
43.506394	0.227951357
43.5226156	0.21719142
43.5388373	0.206703706
43.5550589	0.196493172
43.5712805	0.186564232
43.5875021	0.176920742
43.6037238	0.167565999
43.6199454	0.158502737
43.636167	0.149733121
43.6523886	0.141258748
43.6686103	0.133080647
43.6848319	0.125199285
43.7010535	0.117614566
43.7172751	0.110325841
43.7334968	0.103331913
43.7497184	0.0966310498
43.76594	0.0902209922
43.7821616	0.0840989671
43.7983832	0.0782617024
43.8146049	0.0727054419
43.8308265	0.067425963
43.8470481	0.0624185946
43.8632697	0.0576782374
43.8794914	0.0531993842
43.895713	0.0489761427
43.9119346	0.0450022582
43.9281562	0.0412711381
43.9443779	0.0377758771
43.9605995	0.0345092828
43.9768211	0.0314639024
43.9930427	0.0286320504
44.0092643	0.0260058356
44.025486	0.0235771902
44.0417076	0.0213378975
44.0579292	0.0192796212
44.0741508	0.0173939338
44.0903725	0.0156723458
44.1065941	0.0141063342
44.1228157	0.0126873709
44.1390373	0.0114069513
44.155259	0.0102566215
44.1714806	0.00922800614
44.1877022	0.0083128345
44.2039238	0.00750296669
44.2201455	0.00679041867
44.2363671	0.00616738637
44.2525887	0.00562626892
44.2688103	0.00515969073
44.2850319	0.0047605224
44.3012536	0.00442190041
44.3174752	0.00413724554
44.3336968	0.00390027984
44.3499184	0.00370504218
44.3661401	0.00354590238
44.3823617	0.00341757368
44.3985833	0.00331512371
44.4148049	0.00323398383
44.4310266	0.00316995675
44.4472482	0.00311922252
44.4634698	0.00307834283
44.4796914	0.00304426358
44.4959131	0.00301431573
44.5121347	0.00298621443
44.5283563	0.00295805648
44.5445779	0.00292831608
44.5607995	0.0028958389
44.5770212	0.00285983453
44.5932428	0.00281986735
44.6094644	0.00277584578
44.625686	0.00272801009
44.6419077	0.00267691871
44.6581293	0.00262343316
44.6743509	0.00256870166
44.6905725	0.00251414147
44.7067942	0.00246142004
44.7230158	0.00241243514
44.7392374	0.00236929389
44.755459	0.00233429091
44.7716807	0.00230988569
44.7879023	0.0022986792
44.8041239	0.00230338989
44.8203455	0.00232682919
44.8365671	0.0023718766
44.8527888	0.00244145453
44.8690104	0.00253850292
44.885232	0.00266595381
44.9014536	0.002826706
44.9176753	0.00302359982
44.9338969	0.00325939226
44.9501185	0.00353673244
44.9663401	0.00385813762
44.9825618	0.00422596989
44.9987834	0.00464241349
45.015005	0.00510945313
45.0312266	0.00562885313
45.0474482	0.00620213771
45.0636699	0.00683057243
45.0798915	0.00751514687
45.0961131	0.00825655869
45.1123347	0.00905519911
45.1285564	0.00991113991
45.144778	0.0108241221
45.1609996	0.0117935461
45.1772212	0.0128184638
45.1934429	0.0138975727
45.2096645	0.0150292109
45.2258861	0.0162113555
45.2421077	0.0174416213
45.2583294	0.0187172629
45.274551	0.0200351781
45.2907726	0.0213919128
45.3069942	0.0227836694
45.3232158	0.0242063155
45.3394375	0.0256553961
45.3556591	0.0271261464
45.3718807	0.028613508
45.3881023	0.030112146
45.404324	0.0316164684
45.4205456	0.0331206473
45.4367672	0.0346186419
45.4529888	0.0361042231
45.4692105	0.0375710006
45.4854321	0.0390124499
45.5016537	0.0404219426
45.5178753	0.0417927773
45.534097	0.0431182115
45.5503186	0.0443914955
45.5665402	0.0456059068
45.5827618	0.046754786
45.5989834	0.0478315731
45.6152051	0.0488298448
45.6314267	0.0497433526
45.6476483	0.0505660611
45.6638699	0.0512921866
45.6800916	0.0519162366
45.6963132	0.0524330483
45.7125348	0.0528378282
45.7287564	0.0531261906
45.7449781	0.0532941959
45.7611997	0.0533383891
45.7774213	0.0532558368
45.7936429	0.0530441638
45.8098645	0.0527015888
45.8260862	0.0522269587
45.8423078	0.0516197824
45.8585294	0.0508802623
45.874751	0.0500093249
45.8909727	0.0490086496
45.9071943	0.0478806962
45.9234159	0.0466287293
45.9396375	0.0452568423
45.9558592	0.0437699781
45.9720808	0.0421739478
45.9883024	0.0404754478
46.004524	0.0386820733
46.0207457	0.0368023306
46.0369673	0.0348456454
46.0531889	0.0328223699
46.0694105	0.030743786
46.0856321	0.0286221064
46.1018538	0.0264704725
46.1180754	0.02430295
46.134297	0.0221345208
46.1505186	0.0199810724
46.1667403	0.0178593848
46.1829619	0.0157871138
46.1991835	0.0137827715
46.2154051	0.0118657043
46.2316268	0.0100560676
46.2478484	0.00837479808
46.26407	0.00684358255
46.2802916	0.00548482483
46.2965133	0.00432160944
46.3127349	0.00337766286
46.3289565	0.00267731225
46.3451781	0.0022454418
46.3613997	0.00210744667
46.3776214	0.0022891848
46.393843	0.00281692654
46.4100646	0.00371730237
46.4262862	0.00501724869
46.4425079	0.00674395202
46.4587295	0.00892479149
46.4749511	0.01158728
46.4911727	0.014759004
46.5073944	0.0184675625
46.523616	0.0227405045
46.5398376	0.0276052664
46.5560592	0.033089108
46.5722809	0.0392190488
46.5885025	0.0460218038
46.6047241	0.0535237187
46.6209457	0.061750706
46.6371673	0.0707281808
46.653389	0.0804809974
46.6696106	0.0910333861
46.6858322	0.102408891
46.7020538	0.114630311
46.7182755	0.127719634
46.7344971	0.141697986
46.7507187	0.156585568
46.7669403	0.172401603
46.783162	0.18916428
46.7993836	0.206890707
46.8156052	0.225596857
46.8318268	0.245297519
46.8480484	0.266006259
46.8642701	0.287735373
46.8804917	0.310495847
46.8967133	0.334297322
46.9129349	0.359148057
46.9291566	0.385054901
46.9453782	0.412023261
46.9615998	0.440057078
46.9778214	0.469158805
46.9940431	0.499329389
47.0102647	0.530568251
47.0264863	0.56287328
47.0427079	0.596240819
47.0589296	0.630665661
47.0751512	0.666141046
47.0913728	0.702658665
47.1075944	0.740208658
47.123816	0.778779627
47.1400377	0.818358647
47.1562593	0.858931275
47.1724809	0.900481576
47.1887025	0.942992133
47.2049242	0.986444081
47.2211458	1.03081712
47.2373674	1.07608958
47.253589	1.12223838
47.2698107	1.16923915
47.2860323	1.21706622
47.3022539	1.26569265
47.3184755	1.31509031
47.3346972	1.36522991
47.3509188	1.41608103
47.3671404	1.46761217
47.383362	1.51979085
47.3995836	1.57258359
47.4158053	1.62595601
47.4320269	1.67987287
47.4482485	1.73429815
47.4644701	1.78919505
47.4806918	1.84452613
47.4969134	1.90025328
47.513135	1.95633786
47.5293566	2.01274071
47.5455783	2.06942221
47.5617999	2.12634238
47.5780215	2.1834609
47.5942431	2.24073719
47.6104647	2.29813045
47.6266864	2.35559975
47.642908	2.41310406
47.6591296	2.47060232
47.6753512	2.5280535
47.6915729	2.58541664
47.7077945	2.64265092
47.7240161	2.6997157
47.7402377	2.75657057
47.7564594	2.81317544
47.772681	2.8694905
47.7889026	2.92547637
47.8051242	2.98109407
47.8213459	3.03630509
47.8375675	3.09107142
47.8537891	3.14535561
47.8700107	3.19912078
47.8862323	3.25233067
47.902454	3.30494967
47.9186756	3.35694282
47.9348972	3.40827591
47.9511188	3.45891542
47.9673405	3.50882859
47.9835621	3.55798345
47.9997837	3.60634881
48.0160053	3.65389427
48.032227	3.70059028
48.0484486	3.7464081
48.0646702	3.79131986
48.0808918	3.83529851
48.0971135	3.87831788
48.1133351	3.92035265
48.1295567	3.96137838
48.1457783	4.00137148
48.1619999	4.04030923
48.1782216	4.07816978
48.1944432	4.11493212
48.2106648	4.15057611
48.2268864	4.18508245
48.2431081	4.21843269
48.2593297	4.2506092
48.2755513	4.28159518
48.2917729	4.31137463
48.3079946	4.33993237
48.3242162	4.36725399
48.3404378	4.39332588
48.3566594	4.41813519
48.3728811	4.44166981
48.3891027	4.46391838
48.4053243	4.48487029
48.4215459	4.50451561
48.4377675	4.52284515
48.4539892	4.53985038
48.4702108	4.55552348
48.4864324	4.56985729
48.502654	4.58284531
48.5188757	4.59448169
48.5350973	4.60476121
48.5513189	4.61367932
48.5675405	4.62123205
48.5837622	4.62741608
48.5999838	4.63222868
48.6162054	4.63566776
48.632427	4.63773181
48.6486486	4.63841993
