# t_us	I_over_time_mean_weighted
18.0871101	0.18347046
18.1033317	0.167025285
18.1195534	0.151520808
18.135775	0.136938488
18.1519966	0.12325877
18.1682182	0.110461139
18.1844399	0.0985241757
18.2006615	0.0874256137
18.2168831	0.0771424002
18.2331047	0.0676507553
18.2493264	0.0589262335
18.265548	0.0509437868
18.2817696	0.0436778271
18.2979912	0.0371022903
18.3142128	0.0311907006
18.3304345	0.0259162343
18.3466561	0.0212517846
18.3628777	0.0171700258
18.3790993	0.0136434769
18.395321	0.0106445652
18.4115426	0.0081456892
18.4277642	0.00611928006
18.4439858	0.00453786287
18.4602075	0.00337411625
18.4764291	0.00260093075
18.4926507	0.0021914658
18.5088723	0.00211920504
18.525094	0.00235800988
18.5413156	0.00288217114
18.5575372	0.00366645873
18.5737588	0.00468616915
18.5899804	0.00591717071
18.6062021	0.00733594647
18.6224237	0.00891963464
18.6386453	0.0106460665
18.6548669	0.0124938017
18.6710886	0.0144421607
18.6873102	0.0164712548
18.7035318	0.018562013
18.7197534	0.0206962064
18.7359751	0.022856469
18.7521967	0.0250263169
18.7684183	0.0271901628
18.7846399	0.0293333292
18.8008615	0.031442058
18.8170832	0.0335035168
18.8333048	0.0355058031
18.8495264	0.0374379451
18.865748	0.0392899002
18.8819697	0.0410525498
18.8981913	0.0427176925
18.9144129	0.0442780341
18.9306345	0.045727175
18.9468562	0.0470595955
18.9630778	0.048270638
18.9792994	0.0493564878
18.995521	0.0503141514
19.0117427	0.0511414319
19.0279643	0.051836904
19.0441859	0.0523998858
19.0604075	0.0528304096
19.0766291	0.0531291908
19.0928508	0.0532975956
19.1090724	0.0533376071
19.125294	0.0532517908
19.1415156	0.0530432579
19.1577373	0.0527156291
19.1739589	0.052272997
19.1901805	0.0517198875
19.2064021	0.0510612217
19.2226238	0.0503022763
19.2388454	0.0494486456
19.255067	0.0485062012
19.2712886	0.047481054
19.2875103	0.046379515
19.3037319	0.0452080572
19.3199535	0.0439732779
19.3361751	0.0426818615
19.3523967	0.0413405435
19.3686184	0.0399560749
19.38484	0.0385351884
19.4010616	0.0370845644
19.4172832	0.0356108001
19.4335049	0.0341203784
19.4497265	0.0326196391
19.4659481	0.0311147512
19.4821697	0.0296116872
19.4983914	0.0281161989
19.514613	0.0266337949
19.5308346	0.02516972
19.5470562	0.0237289365
19.5632778	0.0223161075
19.5794995	0.0209355821
19.5957211	0.019591382
19.6119427	0.0182871915
19.6281643	0.0170263479
19.644386	0.0158118353
19.6606076	0.014646279
19.6768292	0.0135319437
19.6930508	0.0124707317
19.7092725	0.0114641847
19.7254941	0.0105134867
19.7417157	0.00961946867
19.7579373	0.00878261577
19.774159	0.00800307555
19.7903806	0.00728066841
19.8066022	0.00661489945
19.8228238	0.00600497204
19.8390454	0.00544980274
19.8552671	0.00494803781
19.8714887	0.00449807085
19.8877103	0.00409806184
19.9039319	0.0037459572
19.9201536	0.00343951094
19.9363752	0.0031763067
19.9525968	0.00295378064
19.9688184	0.00276924499
19.9850401	0.00261991222
20.0012617	0.00250291975
20.0174833	0.00241535488
20.0337049	0.0023542801
20.0499266	0.00231675851
20.0661482	0.00229987918
20.0823698	0.00230078252
20.0985914	0.00231668533
20.114813	0.00234490563
20.1310347	0.00238288698
20.1472563	0.00242822228
20.1634779	0.00247867691
20.1796995	0.00253221117
20.1959212	0.00258700178
20.2121428	0.00264146253
20.2283644	0.00269426379
20.244586	0.00274435102
20.2608077	0.00279096197
20.2770293	0.00283364266
20.2932509	0.00287226198
20.3094725	0.0029070249
20.3256942	0.0029384842
20.3419158	0.00296755065
20.3581374	0.00299550165
20.374359	0.00302398823
20.3905806	0.0030550404
20.4068023	0.00309107089
20.4230239	0.00313487707
20.4392455	0.00318964131
20.4554671	0.00325892948
20.4716888	0.00334668788
20.4879104	0.00345723832
20.504132	0.00359527164
20.5203536	0.00376583945
20.5365753	0.00397434426
20.5527969	0.00422652806
20.5690185	0.0045284592
20.5852401	0.00488651788
20.6014617	0.00530738003
20.6176834	0.00579799991
20.633905	0.00636559122
20.6501266	0.00701760706
20.6663482	0.00776171852
20.6825699	0.00860579228
20.6987915	0.00955786709
20.7150131	0.0106261292
20.7312347	0.0118188873
20.7474564	0.0131445457
20.763678	0.0146115784
20.7798996	0.016228501
20.7961212	0.0180038428
20.8123429	0.019946119
20.8285645	0.0220638017
20.8447861	0.024365291
20.8610077	0.0268588866
20.8772293	0.0295527589
20.893451	0.0324549198
20.9096726	0.0355731951
20.9258942	0.0389151959
20.9421158	0.0424882911
20.9583375	0.0462995803
20.9745591	0.0503558675
20.9907807	0.0546636353
21.0070023	0.0592290204
21.023224	0.0640577891
21.0394456	0.0691553151
21.0556672	0.0745265573
21.0718888	0.0801760393
21.0881105	0.0861078304
21.1043321	0.0923255271
21.1205537	0.0988322369
21.1367753	0.105630563
21.1529969	0.11272259
21.1692186	0.120109874
21.1854402	0.127793429
21.2016618	0.135773721
21.2178834	0.144050659
21.2341051	0.152623589
21.2503267	0.161491292
21.2665483	0.170651983
21.2827699	0.180103306
21.2989916	0.189842341
21.3152132	0.199865602
21.3314348	0.210169047
21.3476564	0.220748079
21.363878	0.231597562
21.3800997	0.242711821
21.3963213	0.254084663
21.4125429	0.265709382
21.4287645	0.277578783
21.4449862	0.289685186
21.4612078	0.302020456
21.4774294	0.314576013
21.493651	0.327342856
21.5098727	0.340311584
21.5260943	0.353472416
21.5423159	0.366815221
21.5585375	0.380329536
21.5747592	0.394004592
21.5909808	0.407829346
21.6072024	0.421792502
21.623424	0.435882541
21.6396456	0.450087751
21.6558673	0.464396251
21.6720889	0.478796025
21.6883105	0.493274948
21.7045321	0.507820816
21.7207538	0.522421378
21.7369754	0.53706436
21.753197	0.551737501
21.7694186	0.566428577
21.7856403	0.58112543
21.8018619	0.595815999
21.8180835	0.610488348
21.8343051	0.625130689
21.8505268	0.639731411
21.8667484	0.654279107
21.88297	0.668762599
21.8991916	0.683170958
21.9154132	0.697493531
21.9316349	0.711719963
21.9478565	0.725840213
21.9640781	0.739844581
21.9802997	0.75372372
21.9965214	0.767468658
22.012743	0.78107081
22.0289646	0.794521995
22.0451862	0.807814447
22.0614079	0.82094083
22.0776295	0.833894244
22.0938511	0.846668237
22.1100727	0.859256813
22.1262944	0.871654433
22.142516	0.883856025
22.1587376	0.895856983
22.1749592	0.907653171
22.1911808	0.919240921
22.2074025	0.930617032
22.2236241	0.94177877
22.2398457	0.952723859
22.2560673	0.963450478
22.272289	0.973957256
22.2885106	0.98424326
22.3047322	0.994307989
22.3209538	1.00415136
22.3371755	1.0137737
22.3533971	1.02317574
22.3696187	1.03235858
22.3858403	1.04132368
22.4020619	1.05007289
22.4182836	1.05860836
22.4345052	1.06693258
22.4507268	1.07504832
22.4669484	1.08295867
22.4831701	1.09066694
22.4993917	1.09817673
22.5156133	1.10549184
22.5318349	1.11261629
22.5480566	1.11955428
22.5642782	1.12631019
22.5804998	1.13288853
22.5967214	1.13929396
22.6129431	1.14553124
22.6291647	1.1516052
22.6453863	1.15752078
22.6616079	1.16328293
22.6778295	1.16889667
22.6940512	1.174367
22.7102728	1.17969895
22.7264944	1.1848975
22.742716	1.18996762
22.7589377	1.1949142
22.7751593	1.19974209
22.7913809	1.20445604
22.8076025	1.20906071
22.8238242	1.21356065
22.8400458	1.21796031
22.8562674	1.22226399
22.872489	1.22647584
22.8887107	1.23059989
22.9049323	1.23463999
22.9211539	1.23859983
22.9373755	1.24248295
22.9535971	1.24629268
22.9698188	1.25003219
22.9860404	1.25370447
23.002262	1.25731232
23.0184836	1.26085833
23.0347053	1.26434495
23.0509269	1.26777439
23.0671485	1.27114871
23.0833701	1.27446978
23.0995918	1.27773927
23.1158134	1.2809587
23.132035	1.28412938
23.1482566	1.28725249
23.1644782	1.29032902
23.1806999	1.29335982
23.1969215	1.29634557
23.2131431	1.29928683
23.2293647	1.302184
23.2455864	1.30503738
23.261808	1.30784714
23.2780296	1.31061332
23.2942512	1.3133359
23.3104729	1.31601472
23.3266945	1.31864958
23.3429161	1.32124018
23.3591377	1.32378617
23.3753594	1.32628714
23.391581	1.32874264
23.4078026	1.33115218
23.4240242	1.33351524
23.4402458	1.33583129
23.4564675	1.33809978
23.4726891	1.34032018
23.4889107	1.34249194
23.5051323	1.34461455
23.521354	1.3466875
23.5375756	1.34871033
23.5537972	1.3506826
23.5700188	1.35260392
23.5862405	1.35447394
23.6024621	1.35629236
23.6186837	1.35805895
23.6349053	1.35977352
23.651127	1.36143596
23.6673486	1.36304621
23.6835702	1.36460428
23.6997918	1.36611027
23.7160134	1.36756432
23.7322351	1.36896665
23.7484567	1.37031756
23.7646783	1.37161741
23.7808999	1.37286662
23.7971216	1.37406569
23.8133432	1.37521518
23.8295648	1.3763157
23.8457864	1.37736793
23.8620081	1.3783726
23.8782297	1.37933049
23.8944513	1.38024241
23.9106729	1.38110925
23.9268946	1.38193189
23.9431162	1.38271127
23.9593378	1.38344834
23.9755594	1.38414407
23.991781	1.38479946
24.0080027	1.38541551
24.0242243	1.3859932
24.0404459	1.38653353
24.0566675	1.38703748
24.0728892	1.38750603
24.0891108	1.3879401
24.1053324	1.38834063
24.121554	1.3887085
24.1377757	1.38904454
24.1539973	1.38934956
24.1702189	1.38962432
24.1864405	1.38986951
24.2026621	1.39008577
24.2188838	1.39027369
24.2351054	1.39043378
24.251327	1.39056649
24.2675486	1.3906722
24.2837703	1.39075121
24.2999919	1.39080376
24.3162135	1.39082999
24.3324351	1.39082999
24.3486568	1.39080376
24.3648784	1.39075121
24.3811	1.3906722
24.3973216	1.39056649
24.4135433	1.39043378
24.4297649	1.39027369
24.4459865	1.39008577
24.4622081	1.38986951
24.4784297	1.38962432
24.4946514	1.38934956
24.510873	1.38904454
24.5270946	1.3887085
24.5433162	1.38834063
24.5595379	1.3879401
24.5757595	1.38750603
24.5919811	1.38703748
24.6082027	1.38653353
24.6244244	1.3859932
24.640646	1.38541551
24.6568676	1.38479946
24.6730892	1.38414407
24.6893109	1.38344834
24.7055325	1.38271127
24.7217541	1.38193189
24.7379757	1.38110925
24.7541973	1.38024241
24.770419	1.37933049
24.7866406	1.3783726
24.8028622	1.37736793
24.8190838	1.3763157
24.8353055	1.37521518
24.8515271	1.37406569
24.8677487	1.37286662
24.8839703	1.37161741
24.900192	1.37031756
24.9164136	1.36896665
24.9326352	1.36756432
24.9488568	1.36611027
24.9650784	1.36460428
24.9813001	1.36304621
24.9975217	1.36143596
25.0137433	1.35977352
25.0299649	1.35805895
25.0461866	1.35629236
25.0624082	1.35447394
25.0786298	1.35260392
25.0948514	1.3506826
25.1110731	1.34871033
25.1272947	1.3466875
25.1435163	1.34461455
25.1597379	1.34249194
25.1759596	1.34032018
25.1921812	1.33809978
25.2084028	1.33583129
25.2246244	1.33351524
25.240846	1.33115218
25.2570677	1.32874264
25.2732893	1.32628714
25.2895109	1.32378617
25.3057325	1.32124018
25.3219542	1.31864958
25.3381758	1.31601472
25.3543974	1.3133359
25.370619	1.31061332
25.3868407	1.30784714
25.4030623	1.30503738
25.4192839	1.302184
25.4355055	1.29928683
25.4517272	1.29634557
25.4679488	1.29335982
25.4841704	1.29032902
25.500392	1.28725249
25.5166136	1.28412938
25.5328353	1.2809587
25.5490569	1.27773927
25.5652785	1.27446978
25.5815001	1.27114871
25.5977218	1.26777439
25.6139434	1.26434495
25.630165	1.26085833
25.6463866	1.25731232
25.6626083	1.25370447
25.6788299	1.25003219
25.6950515	1.24629268
25.7112731	1.24248295
25.7274948	1.23859983
25.7437164	1.23463999
25.759938	1.23059989
25.7761596	1.22647584
25.7923812	1.22226399
25.8086029	1.21796031
25.8248245	1.21356065
25.8410461	1.20906071
25.8572677	1.20445604
25.8734894	1.19974209
25.889711	1.1949142
25.9059326	1.18996762
25.9221542	1.1848975
25.9383759	1.17969895
25.9545975	1.174367
25.9708191	1.16889667
25.9870407	1.16328293
26.0032623	1.15752078
26.019484	1.1516052
26.0357056	1.14553124
26.0519272	1.13929396
26.0681488	1.13288853
26.0843705	1.12631019
26.1005921	1.11955428
26.1168137	1.11261629
26.1330353	1.10549184
26.149257	1.09817673
26.1654786	1.09066694
26.1817002	1.08295867
26.1979218	1.07504832
26.2141435	1.06693258
26.2303651	1.05860836
26.2465867	1.05007289
26.2628083	1.04132368
26.2790299	1.03235858
26.2952516	1.02317574
26.3114732	1.0137737
26.3276948	1.00415136
26.3439164	0.994307989
26.3601381	0.98424326
26.3763597	0.973957256
26.3925813	0.963450478
26.4088029	0.952723859
26.4250246	0.94177877
26.4412462	0.930617032
26.4574678	0.919240921
26.4736894	0.907653171
26.4899111	0.895856983
26.5061327	0.883856025
26.5223543	0.871654433
26.5385759	0.859256813
26.5547975	0.846668237
26.5710192	0.833894244
26.5872408	0.82094083
26.6034624	0.807814447
26.619684	0.794521995
26.6359057	0.78107081
26.6521273	0.767468658
26.6683489	0.75372372
26.6845705	0.739844581
26.7007922	0.725840213
26.7170138	0.711719963
26.7332354	0.697493531
26.749457	0.683170958
26.7656786	0.668762599
26.7819003	0.654279107
26.7981219	0.639731411
26.8143435	0.625130689
26.8305651	0.610488348
26.8467868	0.595815999
26.8630084	0.58112543
26.87923	0.566428577
26.8954516	0.551737501
26.9116733	0.53706436
26.9278949	0.522421378
26.9441165	0.507820816
26.9603381	0.493274948
26.9765598	0.478796025
26.9927814	0.464396251
27.009003	0.450087751
27.0252246	0.435882541
27.0414462	0.421792502
27.0576679	0.407829346
27.0738895	0.394004592
27.0901111	0.380329536
27.1063327	0.366815221
27.1225544	0.353472416
27.138776	0.340311584
27.1549976	0.327342856
27.1712192	0.314576013
27.1874409	0.302020456
27.2036625	0.289685186
27.2198841	0.277578783
27.2361057	0.265709382
27.2523274	0.254084663
27.268549	0.242711821
27.2847706	0.231597562
27.3009922	0.220748079
27.3172138	0.210169047
27.3334355	0.199865602
27.3496571	0.189842341
27.3658787	0.180103306
27.3821003	0.170651983
27.398322	0.161491292
27.4145436	0.152623589
27.4307652	0.144050659
27.4469868	0.135773721
27.4632085	0.127793429
27.4794301	0.120109874
27.4956517	0.11272259
27.5118733	0.105630563
27.528095	0.0988322369
27.5443166	0.0923255271
27.5605382	0.0861078304
27.5767598	0.0801760393
27.5929814	0.0745265573
27.6092031	0.0691553151
27.6254247	0.0640577891
27.6416463	0.0592290204
27.6578679	0.0546636353
27.6740896	0.0503558675
27.6903112	0.0462995803
27.7065328	0.0424882911
27.7227544	0.0389151959
27.7389761	0.0355731951
27.7551977	0.0324549198
27.7714193	0.0295527589
27.7876409	0.0268588866
27.8038625	0.024365291
27.8200842	0.0220638017
27.8363058	0.019946119
27.8525274	0.0180038428
27.868749	0.016228501
27.8849707	0.0146115784
27.9011923	0.0131445457
27.9174139	0.0118188873
27.9336355	0.0106261292
27.9498572	0.00955786709
27.9660788	0.00860579228
27.9823004	0.00776171852
27.998522	0.00701760706
28.0147437	0.00636559122
28.0309653	0.00579799991
28.0471869	0.00530738003
28.0634085	0.00488651788
28.0796301	0.0045284592
28.0958518	0.00422652806
28.1120734	0.00397434426
28.128295	0.00376583945
28.1445166	0.00359527164
28.1607383	0.00345723832
28.1769599	0.00334668788
28.1931815	0.00325892948
28.2094031	0.00318964131
28.2256248	0.00313487707
28.2418464	0.00309107089
28.258068	0.0030550404
28.2742896	0.00302398823
28.2905113	0.00299550165
28.3067329	0.00296755065
28.3229545	0.0029384842
28.3391761	0.0029070249
28.3553977	0.00287226198
28.3716194	0.00283364266
28.387841	0.00279096197
28.4040626	0.00274435102
28.4202842	0.00269426379
28.4365059	0.00264146253
28.4527275	0.00258700178
28.4689491	0.00253221117
28.4851707	0.00247867691
28.5013924	0.00242822228
28.517614	0.00238288698
28.5338356	0.00234490563
28.5500572	0.00231668533
28.5662788	0.00230078252
28.5825005	0.00229987918
28.5987221	0.00231675851
28.6149437	0.0023542801
28.6311653	0.00241535488
28.647387	0.00250291975
28.6636086	0.00261991222
28.6798302	0.00276924499
28.6960518	0.00295378064
28.7122735	0.0031763067
28.7284951	0.00343951094
28.7447167	0.0037459572
28.7609383	0.00409806184
28.77716	0.00449807085
28.7933816	0.00494803781
28.8096032	0.00544980274
28.8258248	0.00600497204
28.8420464	0.00661489945
28.8582681	0.00728066841
28.8744897	0.00800307555
28.8907113	0.00878261577
28.9069329	0.00961946867
28.9231546	0.0105134867
28.9393762	0.0114641847
28.9555978	0.0124707317
28.9718194	0.0135319437
28.9880411	0.014646279
29.0042627	0.0158118353
29.0204843	0.0170263479
29.0367059	0.0182871915
29.0529276	0.019591382
29.0691492	0.0209355821
29.0853708	0.0223161075
29.1015924	0.0237289365
29.117814	0.02516972
29.1340357	0.0266337949
29.1502573	0.0281161989
29.1664789	0.0296116872
29.1827005	0.0311147512
29.1989222	0.0326196391
29.2151438	0.0341203784
29.2313654	0.0356108001
29.247587	0.0370845644
29.2638087	0.0385351884
29.2800303	0.0399560749
29.2962519	0.0413405435
29.3124735	0.0426818615
29.3286952	0.0439732779
29.3449168	0.0452080572
29.3611384	0.046379515
29.37736	0.047481054
29.3935816	0.0485062012
29.4098033	0.0494486456
29.4260249	0.0503022763
29.4422465	0.0510612217
29.4584681	0.0517198875
29.4746898	0.052272997
29.4909114	0.0527156291
29.507133	0.0530432579
29.5233546	0.0532517908
29.5395763	0.0533376071
29.5557979	0.0532975956
29.5720195	0.0531291908
29.5882411	0.0528304096
29.6044627	0.0523998858
29.6206844	0.051836904
29.636906	0.0511414319
29.6531276	0.0503141514
29.6693492	0.0493564878
29.6855709	0.048270638
29.7017925	0.0470595955
29.7180141	0.045727175
29.7342357	0.0442780341
29.7504574	0.0427176925
29.766679	0.0410525498
29.7829006	0.0392899002
29.7991222	0.0374379451
29.8153439	0.0355058031
29.8315655	0.0335035168
29.8477871	0.031442058
29.8640087	0.0293333292
29.8802303	0.0271901628
29.896452	0.0250263169
29.9126736	0.022856469
29.9288952	0.0206962064
29.9451168	0.018562013
29.9613385	0.0164712548
29.9775601	0.0144421607
29.9937817	0.0124938017
30.0100033	0.0106460665
30.026225	0.00891963464
30.0424466	0.00733594647
30.0586682	0.00591717071
30.0748898	0.00468616915
30.0911115	0.00366645873
30.1073331	0.00288217114
30.1235547	0.00235800988
30.1397763	0.00211920504
30.1559979	0.0021914658
30.1722196	0.00260093075
30.1884412	0.00337411625
30.2046628	0.00453786287
30.2208844	0.00611928006
30.2371061	0.0081456892
30.2533277	0.0106445652
30.2695493	0.0136434769
30.2857709	0.0171700258
30.3019926	0.0212517846
30.3182142	0.0259162343
30.3344358	0.0311907006
30.3506574	0.0371022903
30.366879	0.0436778271
30.3831007	0.0509437868
30.3993223	0.0589262335
30.4155439	0.0676507553
30.4317655	0.0771424002
30.4479872	0.0874256137
30.4642088	0.0985241757
30.4804304	0.110461139
30.496652	0.12325877
30.5128737	0.136938488
30.5290953	0.151520808
30.5453169	0.167025285
30.5615385	0.18347046
30.5777602	0.200873805
30.5939818	0.219251678
30.6102034	0.238619267
30.626425	0.258990551
30.6426466	0.280378254
30.6588683	0.302793803
30.6750899	0.326247291
30.6913115	0.350747442
30.7075331	0.376301578
30.7237548	0.402915588
30.7399764	0.430593906
30.756198	0.459339483
30.7724196	0.48915377
30.7886413	0.520036698
30.8048629	0.551986668
30.8210845	0.585000538
30.8373061	0.61907362
30.8535278	0.654199672
30.8697494	0.690370898
30.885971	0.727577957
30.9021926	0.765809962
30.9184142	0.805054495
30.9346359	0.845297618
30.9508575	0.88652389
30.9670791	0.928716387
30.9833007	0.971856723
30.9995224	1.01592508
31.015744	1.06090022
31.0319656	1.10675955
31.0481872	1.15347912
31.0644089	1.20103369
31.0806305	1.24939673
31.0968521	1.29854052
31.1130737	1.34843613
31.1292954	1.39905352
31.145517	1.45036155
31.1617386	1.50232806
31.1779602	1.55491988
31.1941818	1.60810295
31.2104035	1.6618423
31.2266251	1.71610215
31.2428467	1.77084598
31.2590683	1.82603653
31.27529	1.88163593
31.2915116	1.93760569
31.3077332	1.99390683
31.3239548	2.05049987
31.3401765	2.10734495
31.3563981	2.16440186
31.3726197	2.22163008
31.3888413	2.27898889
31.4050629	2.3364374
31.4212846	2.3939346
31.4375062	2.45143944
31.4537278	2.50891087
31.4699494	2.5663079
31.4861711	2.62358966
31.5023927	2.68071544
31.5186143	2.73764475
31.5348359	2.79433739
31.5510576	2.85075345
31.5672792	2.90685341
31.5835008	2.96259813
31.5997224	3.01794896
31.6159441	3.07286771
31.6321657	3.12731674
31.6483873	3.18125898
31.6646089	3.23465795
31.6808305	3.28747783
31.6970522	3.33968344
31.7132738	3.3912403
31.7294954	3.44211468
31.745717	3.49227356
31.7619387	3.5416847
31.7781603	3.59031664
31.7943819	3.63813872
31.8106035	3.68512111
31.8268252	3.73123481
31.8430468	3.77645163
31.8592684	3.82074427
31.87549	3.86408625
31.8917117	3.90645199
31.9079333	3.94781673
31.9241549	3.9881566
31.9403765	4.02744861
31.9565981	4.0656706
31.9728198	4.10280129
31.9890414	4.13882025
32.005263	4.1737079
32.0214846	4.20744551
32.0377063	4.24001517
32.0539279	4.2713998
32.0701495	4.30158316
32.0863711	4.33054977
32.1025928	4.35828499
32.1188144	4.38477492
32.135036	4.41000647
32.1512576	4.43396728
32.1674792	4.45664576
32.1837009	4.47803102
32.1999225	4.49811293
32.2161441	4.51688204
32.2323657	4.53432961
32.2485874	4.55044758
32.264809	4.56522858
32.2810306	4.57866588
32.2972522	4.59075341
32.3134739	4.60148576
32.3296955	4.61085814
32.3459171	4.6188664
32.3621387	4.62550699
32.3783604	4.630777
32.394582	4.63467412
32.4108036	4.63719665
32.4270252	4.63834347
32.4432468	4.63811409
32.4594685	4.63650862
32.4756901	4.63352775
32.4919117	4.62917278
32.5081333	4.62344562
32.524355	4.61634878
32.5405766	4.60788539
32.5567982	4.5980592
32.5730198	4.58687455
32.5892415	4.57433647
32.6054631	4.56045056
32.6216847	4.54522313
32.6379063	4.5286611
32.654128	4.51077209
32.6703496	4.49156438
32.6865712	4.47104693
32.7027928	4.44922943
32.7190144	4.42612227
32.7352361	4.40173655
32.7514577	4.37608413
32.7676793	4.34917761
32.7839009	4.32103035
32.8001226	4.29165649
32.8163442	4.26107095
32.8325658	4.22928946
32.8487874	4.19632854
32.8650091	4.16220556
32.8812307	4.12693868
32.8974523	4.09054693
32.9136739	4.05305016
32.9298956	4.01446909
32.9461172	3.97482529
32.9623388	3.93414119
32.9785604	3.89244009
32.994782	3.84974615
33.0110037	3.80608439
33.0272253	3.76148071
33.0434469	3.71596185
33.0596685	3.66955542
33.0758902	3.62228987
33.0921118	3.57419448
33.1083334	3.52529936
33.124555	3.47563544
33.1407767	3.42523444
33.1569983	3.37412886
33.1732199	3.32235196
33.1894415	3.26993773
33.2056631	3.21692088
33.2218848	3.16333681
33.2381064	3.10922156
33.254328	3.0546118
33.2705496	2.99954482
33.2867713	2.94405843
33.3029929	2.88819097
33.3192145	2.83198128
33.3354361	2.77546861
33.3516578	2.71869263
33.3678794	2.66169335
33.384101	2.60451106
33.4003226	2.54718635
33.4165443	2.48975997
33.4327659	2.43227285
33.4489875	2.37476599
33.4652091	2.31728046
33.4814307	2.2598573
33.4976524	2.20253748
33.513874	2.14536185
33.5300956	2.08837107
33.5463172	2.03160555
33.5625389	1.97510539
33.5787605	1.91891035
33.5949821	1.86305973
33.6112037	1.80759237
33.6274254	1.75254655
33.643647	1.69795994
33.6598686	1.64386956
33.6760902	1.59031171
33.6923119	1.53732188
33.7085335	1.48493475
33.7247551	1.4331841
33.7409767	1.38210276
33.7571983	1.33172256
33.77342	1.28207427
33.7896416	1.23318757
33.8058632	1.185091
33.8220848	1.13781188
33.8383065	1.09137631
33.8545281	1.04580912
33.8707497	1.00113379
33.8869713	0.95737249
33.903193	0.914545968
33.9194146	0.872673575
33.9356362	0.831773212
33.9518578	0.79186131
33.9680794	0.752952813
33.9843011	0.715061152
34.0005227	0.678198237
34.0167443	0.642374441
34.0329659	0.60759859
34.0491876	0.573877961
34.0654092	0.541218279
34.0816308	0.509623718
34.0978524	0.479096902
34.1140741	0.449638919
34.1302957	0.421249331
34.1465173	0.393926183
34.1627389	0.36766603
34.1789606	0.342463948
34.1951822	0.318313568
34.2114038	0.295207098
34.2276254	0.273135352
34.243847	0.25208779
34.2600687	0.232052547
34.2762903	0.213016477
34.2925119	0.194965193
34.3087335	0.177883112
34.3249552	0.161753498
34.3411768	0.146558518
34.3573984	0.132279287
34.37362	0.118895923
34.3898417	0.106387604
34.4060633	0.0947326221
34.4222849	0.0839084415
34.4385065	0.0738917606
34.4547282	0.0646585706
34.4709498	0.0561842183
34.4871714	0.0484434685
34.503393	0.0414105674
34.5196146	0.0350593066
34.5358363	0.0293630871
34.5520579	0.0242949836
34.5682795	0.0198278094
34.5845011	0.0159341798
34.6007228	0.0125865764
34.6169444	0.00975740973
34.633166	0.00741908246
34.6493876	0.00554405037
34.6656093	0.00410488314
34.6818309	0.0030743236
34.6980525	0.00242534568
34.7142741	0.00213121082
34.7304958	0.00216552272
34.7467174	0.00250228028
34.762939	0.00311592862
34.7791606	0.00398140799
34.7953822	0.00507420059
34.8116039	0.006370375
34.8278255	0.00784662829
34.8440471	0.00948032562
34.8602687	0.0112495372
34.8764904	0.0131330729
34.892712	0.0151105136
34.9089336	0.0171622403
34.9251552	0.0192694602
34.9413769	0.0214142297
34.9575985	0.023579475
34.9738201	0.0257490094
34.9900417	0.0279075477
35.0062633	0.030040718
35.022485	0.0321350701
35.0387066	0.0341780812
35.0549282	0.0361581592
35.0711498	0.0380646424
35.0873715	0.0398877967
35.1035931	0.0416188102
35.1198147	0.0432497852
35.1360363	0.0447737272
35.152258	0.0461845317
35.1684796	0.0474769683
35.1847012	0.0486466627
35.2009228	0.0496900766
35.2171445	0.0506044846
35.2333661	0.05138795
35.2495877	0.0520392986
35.2658093	0.0525580897
35.2820309	0.052944587
35.2982526	0.0531997264
35.3144742	0.0533250836
35.3306958	0.0533228398
35.3469174	0.0531957463
35.3631391	0.0529470884
35.3793607	0.0525806483
35.3955823	0.0521006672
35.4118039	0.0515118071
35.4280256	0.0508191119
35.4442472	0.0500279687
35.4604688	0.0491440684
35.4766904	0.0481733668
35.4929121	0.0471220457
35.5091337	0.0459964743
35.5253553	0.0448031712
35.5415769	0.0435487668
35.5577985	0.0422399667
35.5740202	0.0408835153
35.5902418	0.0394861612
35.6064634	0.0380546234
35.622685	0.036595558
35.6389067	0.0351155274
35.6551283	0.03362097
35.6713499	0.0321181715
35.6875715	0.0306132384
35.7037932	0.0291120721
35.7200148	0.0276203458
35.7362364	0.0261434823
35.752458	0.0246866343
35.7686796	0.0232546661
35.7849013	0.0218521376
35.8011229	0.0204832902
35.8173445	0.0191520343
35.8335661	0.0178619393
35.8497878	0.0166162254
35.8660094	0.0154177576
35.882231	0.0142690413
35.8984526	0.0131722202
35.9146743	0.0121290763
35.9308959	0.0111410317
35.9471175	0.0102091519
35.9633391	0.00933415188
35.9795608	0.0085164032
35.9957824	0.00775594313
36.012004	0.00705248556
36.0282256	0.00640543345
36.0444472	0.00581389282
36.0606689	0.00527668825
36.0768905	0.00479237974
36.0931121	0.00435928084
36.1093337	0.00397547808
36.1255554	0.00363885133
36.141777	0.00334709532
36.1579986	0.00309774196
36.1742202	0.00288818344
36.1904419	0.00271569602
36.2066635	0.00257746442
36.2228851	0.00247060652
36.2391067	0.00239219856
36.2553284	0.00233930041
36.27155	0.002308981
36.2877716	0.0022983437
36.3039932	0.00230455161
36.3202148	0.00232485254
36.3364365	0.00235660369
36.3526581	0.00239729576
36.3688797	0.00244457662
36.3851013	0.00249627418
36.401323	0.00255041852
36.4175446	0.00260526314
36.4337662	0.00265930524
36.4499878	0.00271130491
36.4662095	0.00276030317
36.4824311	0.00280563881
36.4986527	0.00284696394
36.5148743	0.00288425807
