# t0_us	theta_over_pi_weighted_mean
6.23513514	2.46671869
6.24324324	2.47094469
6.25135135	2.47512476
6.25945946	2.47925953
6.26756757	2.48334961
6.27567568	2.48739561
6.28378378	2.49139813
6.29189189	2.49535776
6.3	2.4992751
6.30810811	2.5031507
6.31621622	2.50698514
6.32432432	2.51077897
6.33243243	2.51453274
6.34054054	2.51824698
6.34864865	2.52192221
6.35675676	2.52555897
6.36486486	2.52915774
6.37297297	2.53271904
6.38108108	2.53624333
6.38918919	2.53973111
6.3972973	2.54318283
6.40540541	2.54659896
6.41351351	2.54997993
6.42162162	2.55332618
6.42972973	2.55663814
6.43783784	2.55991621
6.44594595	2.56316082
6.45405405	2.56637234
6.46216216	2.56955117
6.47027027	2.57269767
6.47837838	2.57581222
6.48648649	2.57889516
6.49459459	2.58194684
6.5027027	2.5849676
6.51081081	2.58795775
6.51891892	2.59091763
6.52702703	2.59384752
6.53513514	2.59674773
6.54324324	2.59961856
6.55135135	2.60246026
6.55945946	2.60527312
6.56756757	2.6080574
6.57567568	2.61081336
6.58378378	2.61354122
6.59189189	2.61624124
6.6	2.61891363
6.60810811	2.62155863
6.61621622	2.62417644
6.62432432	2.62676727
6.63243243	2.62933131
6.64054054	2.63186876
6.64864865	2.63437981
6.65675676	2.63686462
6.66486486	2.63932338
6.67297297	2.64175624
6.68108108	2.64416337
6.68918919	2.64654491
6.6972973	2.64890102
6.70540541	2.65123183
6.71351351	2.65353749
6.72162162	2.65581812
6.72972973	2.65807385
6.73783784	2.6603048
6.74594595	2.66251109
6.75405405	2.66469284
6.76216216	2.66685015
6.77027027	2.66898312
6.77837838	2.67109187
6.78648649	2.67317648
6.79459459	2.67523706
6.8027027	2.67727369
6.81081081	2.67928646
6.81891892	2.68127547
6.82702703	2.68324079
6.83513514	2.6851825
6.84324324	2.68710069
6.85135135	2.68899543
6.85945946	2.6908668
6.86756757	2.69271487
6.87567568	2.69453972
6.88378378	2.69634141
6.89189189	2.69812001
6.9	2.6998756
6.90810811	2.70160824
6.91621622	2.703318
6.92432432	2.70500494
6.93243243	2.70666913
6.94054054	2.70831063
6.94864865	2.70992952
6.95675676	2.71152585
6.96486486	2.71309969
6.97297297	2.7146511
6.98108108	2.71618015
6.98918919	2.7176869
6.9972973	2.71917142
7.00540541	2.72063377
7.01351351	2.72207402
7.02162162	2.72349223
7.02972973	2.72488847
7.03783784	2.7262628
7.04594595	2.7276153
7.05405405	2.72894603
7.06216216	2.73025505
7.07027027	2.73154245
7.07837838	2.73280828
7.08648649	2.73405262
7.09459459	2.73527553
7.1027027	2.7364771
7.11081081	2.73765738
7.11891892	2.73881646
7.12702703	2.73995441
7.13513514	2.7410713
7.14324324	2.74216721
7.15135135	2.74324221
7.15945946	2.74429638
7.16756757	2.74532979
7.17567568	2.74634252
7.18378378	2.74733464
7.19189189	2.74830624
7.2	2.7492574
7.20810811	2.75018818
7.21621622	2.75109868
7.22432432	2.75198896
7.23243243	2.7528591
7.24054054	2.7537092
7.24864865	2.75453931
7.25675676	2.75534953
7.26486486	2.75613993
7.27297297	2.75691058
7.28108108	2.75766157
7.28918919	2.75839298
7.2972973	2.75910487
7.30540541	2.75979733
7.31351351	2.76047043
7.32162162	2.76112425
7.32972973	2.76175887
7.33783784	2.76237434
7.34594595	2.76297075
7.35405405	2.76354817
7.36216216	2.76410667
7.37027027	2.76464632
7.37837838	2.76516718
7.38648649	2.76566932
7.39459459	2.7661528
7.4027027	2.7666177
7.41081081	2.76706406
7.41891892	2.76749196
7.42702703	2.76790144
7.43513514	2.76829257
7.44324324	2.76866539
7.45135135	2.76901997
7.45945946	2.76935635
7.46756757	2.76967458
7.47567568	2.76997471
7.48378378	2.77025678
7.49189189	2.77052082
7.5	2.77076689
7.50810811	2.77099502
7.51621622	2.77120523
7.52432432	2.77139758
7.53243243	2.77157207
7.54054054	2.77172874
7.54864865	2.77186762
7.55675676	2.77198872
7.56486486	2.77209207
7.57297297	2.77217767
7.58108108	2.77224555
7.58918919	2.77229571
7.5972973	2.77232817
7.60540541	2.77234292
7.61351351	2.77233997
7.62162162	2.77231932
7.62972973	2.77228096
7.63783784	2.77222489
7.64594595	2.77215111
7.65405405	2.77205959
7.66216216	2.77195033
7.67027027	2.7718233
7.67837838	2.7716785
7.68648649	2.77151589
7.69459459	2.77133545
7.7027027	2.77113715
7.71081081	2.77092097
7.71891892	2.77068686
7.72702703	2.77043481
7.73513514	2.77016476
7.74324324	2.76987668
7.75135135	2.76957052
7.75945946	2.76924625
7.76756757	2.7689038
7.77567568	2.76854315
7.78378378	2.76816423
7.79189189	2.76776699
7.8	2.76735137
7.80810811	2.76691733
7.81621622	2.76646479
7.82432432	2.76599371
7.83243243	2.76550401
7.84054054	2.76499564
7.84864865	2.76446852
7.85675676	2.7639226
7.86486486	2.76335781
7.87297297	2.76277406
7.88108108	2.7621713
7.88918919	2.76154946
7.8972973	2.76090845
7.90540541	2.76024821
7.91351351	2.75956867
7.92162162	2.75886974
7.92972973	2.75815135
7.93783784	2.75741342
7.94594595	2.75665588
7.95405405	2.75587866
7.96216216	2.75508166
7.97027027	2.75426482
7.97837838	2.75342806
7.98648649	2.75257129
7.99459459	2.75169444
8.0027027	2.75079743
8.01081081	2.74988018
8.01891892	2.74894261
8.02702703	2.74798465
8.03513514	2.74700622
8.04324324	2.74600723
8.05135135	2.74498762
8.05945946	2.7439473
8.06756757	2.7428862
8.07567568	2.74180424
8.08378378	2.74070134
8.09189189	2.73957744
8.1	2.73843246
8.10810811	2.73726631
8.11621622	2.73607894
8.12432432	2.73487027
8.13243243	2.73364022
8.14054054	2.73238873
8.14864865	2.73111571
8.15675676	2.72982112
8.16486486	2.72850486
8.17297297	2.72716689
8.18108108	2.72580712
8.18918919	2.72442549
8.1972973	2.72302194
8.20540541	2.72159639
8.21351351	2.72014878
8.22162162	2.71867905
8.22972973	2.71718712
8.23783784	2.71567295
8.24594595	2.71413645
8.25405405	2.71257757
8.26216216	2.71099624
8.27027027	2.7093924
8.27837838	2.70776598
8.28648649	2.70611692
8.29459459	2.70444515
8.3027027	2.70275061
8.31081081	2.70103324
8.31891892	2.69929296
8.32702703	2.6975297
8.33513514	2.69574341
8.34324324	2.69393401
8.35135135	2.69210143
8.35945946	2.6902456
8.36756757	2.68836645
8.37567568	2.6864639
8.38378378	2.68453788
8.39189189	2.68258831
8.4	2.6806151
8.40810811	2.67861818
8.41621622	2.67659747
8.42432432	2.67455286
8.43243243	2.67248428
8.44054054	2.67039164
8.44864865	2.66827483
8.45675676	2.66613375
8.46486486	2.66396831
8.47297297	2.66177839
8.48108108	2.65956389
8.48918919	2.65732469
8.4972973	2.65506068
8.50540541	2.65277172
8.51351351	2.65045769
8.52162162	2.64811846
8.52972973	2.6457539
8.53783784	2.64336384
8.54594595	2.64094815
8.55405405	2.63850668
8.56216216	2.63603926
8.57027027	2.63354572
8.57837838	2.63102589
8.58648649	2.62847959
8.59459459	2.62590664
8.6027027	2.62330684
